cycle,timestamp,AlphaBot,ShadowTrader,BearKing,CryptoGuru,GoldenWhale,DiamondHands,HappyTrader,LeverageKing,LiquidKiller,PoolMaster
1,2026-07-29T12:58:57.344757+00:00,50000.0,50000.0,50000.0,20000.0,500000.0,10000.0,10000.0,10000.0,50000.0,500000.0
2,2026-07-29T13:12:39.946895+00:00,50000.0,50000.0,50000.0,20000.0,500000.0,10000.0,10000.0,10000.0,50000.0,500000.0
3,2026-07-29T13:26:26.771085+00:00,50000.0,50000.0,50000.0,20000.0,500000.0,10000.0,10000.0,10000.0,50000.0,500000.0
4,2026-07-29T13:40:22.410525+00:00,50000.0,50000.0,50000.0,20000.0,500000.0,10000.0,10000.0,10000.0,50000.0,500000.0
5,2026-07-29T13:54:32.803199+00:00,50000.0,50000.0,50000.0,20000.0,500000.0,10000.0,10000.0,10000.0,50000.0,500000.0
6,2026-07-29T14:09:14.593974+00:00,50000.0,50000.0,50000.0,20000.0,500000.0,10000.0,10000.0,10000.0,50000.0,500000.0
7,2026-07-29T14:25:01.121925+00:00,50000.0,50000.0,50000.0,20000.0,500000.0,10000.0,10000.0,10000.0,50000.0,500000.0
8,2026-07-29T14:42:56.644480+00:00,50000.0,50000.0,50000.0,20000.0,500000.0,10000.0,10000.0,10000.0,50000.0,500000.0
9,2026-07-29T15:01:35.660146+00:00,50000.0,50000.0,50000.0,20000.0,500000.0,10000.0,10000.0,10000.0,50000.0,500000.0
10,2026-07-29T15:20:14.091917+00:00,50000.0,50000.0,50000.0,20000.0,500000.0,10000.0,10000.0,10000.0,50000.0,500000.0
11,2026-07-29T15:38:52.341075+00:00,50000.0,50000.0,50000.0,20000.0,500000.0,10000.0,10000.0,10000.0,50000.0,500000.0
12,2026-07-29T15:57:31.237106+00:00,50000.0,50000.0,50000.0,20000.0,500000.0,10000.0,10000.0,10000.0,50000.0,500000.0
13,2026-07-29T16:16:10.477725+00:00,50000.0,50000.0,50000.0,20000.0,500000.0,10000.0,10000.0,10000.0,50000.0,500000.0
14,2026-07-29T16:34:48.636078+00:00,50000.0,50000.0,50000.0,20000.0,500000.0,10000.0,10000.0,10000.0,50000.0,500000.0
15,2026-07-29T16:53:27.902875+00:00,50000.0,50000.0,50000.0,20000.0,500000.0,10000.0,10000.0,10000.0,50000.0,500000.0
16,2026-07-29T17:12:06.997464+00:00,50000.0,50000.0,50000.0,20000.0,500000.0,10000.0,10000.0,10000.0,50000.0,500000.0
17,2026-07-29T17:30:46.992644+00:00,50000.0,50000.0,50000.0,20000.0,500000.0,10000.0,10000.0,10000.0,50000.0,500000.0
18,2026-07-29T17:49:26.331458+00:00,50000.0,50000.0,50000.0,20000.0,500000.0,10000.0,10000.0,10000.0,50000.0,500000.0
19,2026-07-29T18:08:04.976124+00:00,50000.0,50000.0,50000.0,20000.0,500000.0,10000.0,10000.0,10000.0,50000.0,500000.0
20,2026-07-29T18:21:46.810808+00:00,50000.0,50000.0,50000.0,19995.03,542084.47,10220.67,9994.48,9995.16,49965.08,500000.0
21,2026-07-29T18:26:39.329292+00:00,50030.58,60462.96,49984.78,20184.47,632900.33,12030.37,10009.22,10007.91,50064.51,474997.79
22,2026-07-29T18:33:07.845810+00:00,26483.45,31994.29,50000.4,17016.56,566739.31,7500.15,10026.59,10021.72,49825.22,484997.74
23,2026-07-29T18:39:06.255021+00:00,26483.45,32044.15,50023.41,17030.37,567473.56,17100.13,10047.1,10047.49,45178.24,485013.08
24,2026-07-29T18:45:22.152757+00:00,16868.97,31996.76,50016.99,17008.72,603834.76,17085.11,10022.04,10027.47,45158.28,484998.5
25,2026-07-29T18:52:11.186371+00:00,22393.11,35631.27,49987.86,17351.37,570459.16,17075.35,10007.58,10007.58,45125.15,484911.52
26,2026-07-29T18:59:15.010450+00:00,22382.11,31880.57,49838.41,16951.73,559405.47,17030.96,9964.67,9956.73,44986.27,484517.98
27,2026-07-29T19:05:50.374468+00:00,22367.54,31844.4,49775.51,16973.86,559103.65,17011.48,9963.34,9968.51,44939.7,484372.87
28,2026-07-29T19:12:51.625846+00:00,22371.11,31876.76,49843.81,16998.65,559886.4,17032.95,9982.61,9994.51,44984.65,484652.6
29,2026-07-29T19:20:14.148100+00:00,22365.34,31881.44,49819.28,17006.07,559899.35,17037.58,9988.32,9998.71,45001.64,484699.28
30,2026-07-29T19:26:52.308994+00:00,22309.82,31835.9,49665.16,16974.37,559709.75,17027.16,9968.87,9983.18,44941.69,484554.66
31,2026-07-29T19:33:00.069771+00:00,22417.97,31980.67,49851.66,17022.45,561020.56,17087.68,10010.48,10025.64,45086.47,485490.42
32,2026-07-29T19:38:48.519966+00:00,22369.91,31923.95,49765.25,16998.59,560443.66,17057.0,9990.72,10004.91,45010.03,484992.91
33,2026-07-29T19:44:16.158439+00:00,22310.31,33618.84,49643.32,15208.8,559471.03,17019.47,9971.76,9981.05,44900.71,484448.74
34,2026-07-29T19:50:47.427740+00:00,22307.92,33549.69,49514.09,15148.81,584321.51,16961.48,9939.68,9942.29,44715.47,483590.68
35,2026-07-29T19:56:47.674924+00:00,22285.88,33359.47,49308.0,16885.25,580782.07,16868.28,9897.15,9868.41,44342.26,481182.94
36,2026-07-29T20:02:38.085324+00:00,22280.88,33289.22,49209.32,16820.13,579390.67,16818.42,9866.75,9845.39,44179.63,480309.67
37,2026-07-29T20:08:37.166378+00:00,22266.47,33190.62,49125.57,16796.33,577326.26,16793.65,9851.55,9834.97,44129.24,478985.49
38,2026-07-29T20:14:35.808510+00:00,22323.61,33351.85,49325.65,16890.48,593925.64,16875.78,9888.68,9862.79,44365.75,481109.95
39,2026-07-29T20:20:39.257457+00:00,22279.16,33228.31,49154.36,16828.22,592418.55,16803.06,9844.76,9844.19,44131.37,479306.65
40,2026-07-29T20:26:36.609972+00:00,21918.61,32691.99,48243.18,16516.43,564253.58,16544.76,9802.57,9731.2,43535.23,471759.72
41,2026-07-29T20:32:46.919666+00:00,21948.06,32689.71,48311.46,16550.66,564918.24,16586.68,9808.93,9743.94,43726.98,472093.03
42,2026-07-29T20:39:35.268217+00:00,21901.41,32714.97,48174.17,16506.36,555153.29,16556.92,9801.87,9722.74,43568.24,472076.54
43,2026-07-29T20:46:49.459735+00:00,21961.76,32773.57,48324.2,16548.76,556202.34,16610.48,9783.32,9749.62,43707.01,473113.63
44,2026-07-29T20:53:17.964118+00:00,21906.87,32661.5,48077.74,16541.57,562740.15,16512.46,9779.06,9701.2,43464.54,471511.45
45,2026-07-29T20:59:53.211512+00:00,21749.18,32454.58,47554.2,16480.94,558753.78,16377.7,9728.47,9609.06,43082.99,408640.09
46,2026-07-29T21:06:58.193123+00:00,21764.41,32535.08,47552.36,16485.04,559514.66,16421.82,9731.56,9626.58,43172.36,469123.02
47,2026-07-29T21:14:19.376647+00:00,21769.58,32547.11,47425.55,16494.06,558360.86,16402.6,9727.89,9629.37,43158.41,469636.42
48,2026-07-29T21:21:52.848151+00:00,21792.63,32576.02,47511.6,16510.67,559163.68,16421.78,9729.34,9640.74,43263.68,470051.17
49,2026-07-29T21:28:59.425671+00:00,21832.28,32617.04,47731.32,16518.84,560221.4,16456.88,9738.82,9667.55,43410.4,470627.94
50,2026-07-29T21:36:04.087207+00:00,21865.28,32642.22,47813.7,16525.57,560910.25,16482.61,9758.2,9690.93,43561.4,471482.94
51,2026-07-29T21:43:07.270916+00:00,21852.35,32585.72,47656.92,16495.57,559508.51,16432.08,9724.71,9662.59,43395.04,470498.43
52,2026-07-29T21:50:21.449969+00:00,21864.66,32643.48,47732.18,16484.63,560201.22,16463.84,9741.04,9684.15,43512.27,471200.41
53,2026-07-29T21:57:01.649672+00:00,21972.35,33015.27,48257.66,16774.64,564217.32,16723.94,9878.45,9859.54,44082.09,476766.57
54,2026-07-29T22:03:48.676002+00:00,21962.67,32985.81,48141.84,16750.26,563408.91,16690.43,9859.71,9838.04,43978.49,476359.38
55,2026-07-29T22:10:32.517508+00:00,21949.41,32975.7,48073.32,16731.75,563007.9,16676.2,9855.04,9833.08,43925.29,358834.09
56,2026-07-29T22:18:47.614554+00:00,21934.39,32948.78,48046.96,16714.38,587756.69,16662.68,9848.58,9823.6,43852.88,338642.71
57,2026-07-29T22:26:36.320728+00:00,21938.43,32972.13,48055.58,16719.45,562639.0,16680.67,9846.55,9826.15,43854.44,313929.73
58,2026-07-29T22:35:17.829216+00:00,21896.47,32935.69,48032.05,16699.29,562283.77,16655.67,9844.56,9820.97,43835.45,313555.07
59,2026-07-29T22:43:54.239201+00:00,21892.98,32996.46,48139.88,16701.55,564494.03,16749.6,9856.9,9839.19,43926.85,314053.58
60,2026-07-29T22:52:48.634466+00:00,21942.51,33120.25,48270.33,16764.32,566782.49,16954.32,9855.41,9853.72,43916.85,477792.51
61,2026-07-29T23:02:09.898116+00:00,21923.1,33088.11,48234.41,16738.91,565892.54,16922.2,9848.49,9843.91,43884.09,477500.22
62,2026-07-29T23:11:35.203371+00:00,21892.56,33057.37,48177.55,16704.32,564654.61,16911.14,9831.09,9832.53,43815.45,463410.01
63,2026-07-29T23:20:44.129807+00:00,21908.17,33102.01,48193.93,16722.54,565343.68,16947.13,9834.01,9842.71,43827.09,464012.22
64,2026-07-29T23:30:52.819803+00:00,21824.24,32987.5,48094.31,16649.34,563085.28,16868.06,9797.25,9803.59,43726.84,462811.36
