cycle,timestamp,AlphaBot,ShadowTrader,BearKing,CryptoGuru,GoldenWhale,DiamondHands,HappyTrader,LeverageKing,LiquidKiller,PoolMaster
1,2026-07-24T07:35:17.236066+00:00,49986.0,49986.0,50000.0,19986.0,556161.0,10024.49,10018.71,10017.06,50007.38,500000.0
2,2026-07-24T07:40:54.866159+00:00,49832.16,49830.82,50152.92,19830.21,565455.74,10157.81,10107.77,10037.28,49879.14,640327.56
3,2026-07-24T07:46:14.671049+00:00,49674.04,49699.25,90291.55,19609.66,624871.11,8360.29,8870.43,8842.86,48538.54,590390.72
4,2026-07-24T07:52:16.485887+00:00,49593.36,49726.45,10109.9,19672.06,566981.97,8360.29,8879.13,8860.7,48614.52,590390.72
5,2026-07-24T07:58:20.493392+00:00,49724.4,49888.85,10109.9,19839.64,544981.29,8354.79,8930.99,8968.15,49185.25,925819.68
6,2026-07-24T08:04:28.602912+00:00,49712.62,49875.86,10109.9,19825.14,544925.78,8343.36,8925.19,8958.64,53049.97,925771.98
7,2026-07-24T08:10:19.732984+00:00,50011.85,49787.62,6157.45,19742.41,544574.67,8276.16,8887.97,8902.28,52584.04,916674.9
8,2026-07-24T08:17:33.150947+00:00,50251.26,49819.76,6157.45,19759.26,546711.04,8299.35,8909.33,8924.12,53408.68,676779.55
9,2026-07-24T08:24:31.758209+00:00,58733.68,52716.13,5755.35,22080.21,577892.58,8256.87,8870.71,8877.78,59375.67,796341.33
10,2026-07-24T08:31:35.903834+00:00,108317.21,64727.92,5755.35,28306.32,434116.83,8243.89,8858.91,8863.62,45926.3,676390.46
11,2026-07-24T08:38:32.849345+00:00,10942.45,35726.0,5755.35,11190.28,433859.47,8219.73,8836.95,8837.27,45807.06,676172.36
12,2026-07-24T08:45:45.076742+00:00,10849.98,35405.4,5755.35,11118.1,432646.15,8118.97,8745.35,8727.35,45306.99,674991.05
13,2026-07-24T08:53:05.500617+00:00,10895.64,35563.74,5755.35,11181.43,433398.72,8168.74,8790.59,8781.63,45530.02,675660.67
14,2026-07-24T09:00:21.291005+00:00,10978.25,35851.86,5755.35,46552.7,702981.06,8259.29,8872.91,8880.42,75832.31,2504410.26
15,2026-07-24T09:07:57.519076+00:00,209067.68,94863.54,5755.35,46677.03,707852.99,8284.28,8895.63,8906.03,76445.25,659694.33
16,2026-07-24T09:15:06.026688+00:00,10963.41,35808.98,5755.35,46718.42,707349.4,8245.07,8861.23,8854.43,76284.84,2535610.18
17,2026-07-24T09:22:34.824617+00:00,212419.25,95887.44,5755.35,46740.96,709316.98,8256.09,8869.39,8866.67,75999.65,2494004.55
18,2026-07-24T09:29:50.059298+00:00,207982.92,94351.66,5755.35,46548.06,701208.91,8235.97,8854.49,8844.32,75924.83,2493672.26
19,2026-07-24T09:37:18.626117+00:00,207961.99,93686.68,5755.35,46437.55,779076.56,13580.53,13128.96,12694.23,75857.06,2473621.62
20,2026-07-24T09:44:41.524438+00:00,205937.87,92718.7,950.26,46394.64,731177.29,8252.98,13186.92,8865.04,75995.09,718789.49
21,2026-07-24T10:00:43.652573+00:00,198472.26,83952.75,950.26,46695.09,674419.85,8255.74,13196.24,8868.29,76000.68,765589.17
22,2026-07-24T10:08:20.579720+00:00,205973.82,92621.34,950.26,46643.44,676048.1,8247.15,13196.53,8858.17,75924.19,765422.16
23,2026-07-24T10:16:49.273246+00:00,205892.34,92384.72,950.26,46270.52,674618.2,8190.1,13100.17,8790.91,75565.02,764292.45
24,2026-07-24T10:24:12.473276+00:00,205938.49,92129.93,950.26,46483.8,667272.37,8221.5,13153.21,8827.93,75827.87,755916.41
