cycle,timestamp,AlphaBot,ShadowTrader,BearKing,CryptoGuru,GoldenWhale,DiamondHands,HappyTrader,LeverageKing,LiquidKiller,PoolMaster
1,2026-07-25T01:52:24.813379+00:00,49951.47,49970.01,49985.75,19999.02,542098.27,9997.2,10000.0,10315.4,50006.76,500000.0
2,2026-07-25T01:57:59.061934+00:00,51349.03,51538.91,50364.83,20108.79,563764.13,10071.54,10528.09,13899.81,56345.25,500000.0
3,2026-07-25T02:04:04.667614+00:00,51416.93,60952.17,46399.32,18202.95,533526.42,9705.75,14247.3,19341.84,30209.83,499819.08
4,2026-07-25T02:10:25.288081+00:00,52989.48,46774.22,46799.52,18245.63,533526.42,9826.22,10433.52,19028.7,24334.36,506257.21
5,2026-07-25T02:17:06.546470+00:00,53861.66,46910.45,47060.7,18259.88,533476.48,9841.05,10466.66,13375.68,24334.36,507951.28
6,2026-07-25T02:23:50.113524+00:00,53875.0,46959.93,52843.16,22912.51,704823.35,10719.32,14737.51,20064.67,58041.69,508114.11
7,2026-07-25T02:30:31.733844+00:00,54053.68,63298.25,52924.25,22848.04,702460.17,10750.95,14810.83,20344.65,59291.61,509059.35
8,2026-07-25T02:37:39.537031+00:00,53891.97,45623.5,50491.99,18264.4,532799.61,9857.12,12655.87,10390.51,23188.32,508276.14
9,2026-07-25T02:45:12.765252+00:00,53396.04,45775.7,50324.58,18281.71,534129.59,9882.82,12702.54,10430.8,23220.63,439637.78
10,2026-07-25T02:52:43.961453+00:00,53491.41,45954.39,50358.15,18296.98,535806.63,7812.98,12757.33,10478.09,23236.85,440152.16
11,2026-07-25T03:00:26.397879+00:00,53789.43,46200.6,50442.0,18318.01,538346.63,7854.54,12832.83,10543.26,23270.65,442066.79
12,2026-07-25T03:08:16.769356+00:00,53870.39,46226.29,50459.44,18317.17,538596.55,7858.88,12840.71,10550.06,23274.18,511492.02
13,2026-07-25T03:16:16.001806+00:00,54109.42,46306.4,50557.45,18330.12,539027.31,7872.4,12865.27,10571.26,23285.18,512484.57
14,2026-07-25T03:24:32.201078+00:00,54104.01,46372.47,50542.74,18340.81,539027.31,7883.55,12885.53,10578.19,23294.25,512776.33
15,2026-07-25T03:33:02.487508+00:00,53913.18,46139.51,50483.89,18303.14,539027.31,7844.23,12814.09,10578.19,23262.26,511489.56
16,2026-07-25T03:41:49.831863+00:00,53792.96,46075.66,50406.86,18291.3,539027.31,7833.45,12794.52,10578.19,23253.5,510468.06
17,2026-07-25T03:50:52.362552+00:00,54150.92,46384.66,50569.83,18329.49,539027.31,7885.61,12889.27,10578.19,23295.92,512612.8
18,2026-07-25T04:00:47.800327+00:00,54389.27,46717.79,50606.29,18370.65,539027.31,7941.84,12991.41,10578.19,23341.66,514941.75
19,2026-07-25T04:10:09.180583+00:00,54374.77,46659.45,50623.94,18363.44,539027.31,7931.99,12973.53,10578.19,23333.65,514413.91
20,2026-07-25T04:19:11.759839+00:00,54808.08,47039.38,50826.64,18410.39,539027.31,7996.13,13090.03,10578.19,23385.81,517411.23
21,2026-07-25T04:28:26.173880+00:00,55041.44,47188.7,50965.42,18428.84,539027.31,10120.25,13135.19,10578.19,23406.32,518603.48
22,2026-07-25T04:36:51.886930+00:00,55127.12,47224.36,51026.18,18433.25,539027.31,10127.22,13146.67,10578.19,23411.21,518552.05
23,2026-07-25T04:44:52.170298+00:00,55049.38,47179.13,50974.77,18426.57,539027.31,10118.06,13132.11,10577.57,23405.0,518695.39
24,2026-07-25T04:53:31.484387+00:00,55504.73,47916.96,51053.79,18537.44,539027.31,10267.94,13369.61,10588.19,23506.31,523449.13
25,2026-07-25T05:06:37.196144+00:00,55349.3,47713.36,50995.87,18506.85,539027.31,10226.58,13304.08,10581.98,23478.35,521405.03
26,2026-07-25T05:17:08.619952+00:00,55340.55,47771.31,50961.1,18515.56,539027.31,10238.35,13322.73,10583.12,23486.31,404481.32
27,2026-07-25T05:27:46.367825+00:00,56267.73,49101.19,51308.51,18715.39,539027.31,11379.98,15852.9,20388.84,58927.13,531144.72
28,2026-07-25T05:38:40.823182+00:00,56001.33,49985.19,53810.79,22924.65,592611.14,11559.05,15767.79,18728.3,52848.07,537369.39
29,2026-07-25T05:49:46.749361+00:00,56663.03,43291.95,53650.37,22879.36,539027.31,11495.25,13940.83,10673.55,23749.95,534765.27
30,2026-07-25T06:00:00.464253+00:00,55507.33,43084.81,53473.5,22842.68,539027.31,11445.73,15957.4,20007.61,57564.48,531179.82
31,2026-07-25T06:11:16.247903+00:00,55519.58,60884.48,53481.53,22843.07,576641.64,11446.32,15999.39,15991.1,43036.67,532429.17
32,2026-07-25T06:22:27.437093+00:00,55676.56,66169.08,53089.87,22745.07,597294.78,11301.39,16778.57,19112.7,54553.64,528489.14
33,2026-07-25T06:35:33.949759+00:00,55879.1,64691.43,53279.34,18098.68,539027.31,11372.88,16864.22,10613.27,23683.1,530374.91
34,2026-07-25T06:49:15.608341+00:00,55976.65,44750.69,53375.31,18101.39,539027.31,11376.59,16868.16,10615.34,23685.19,530763.91
35,2026-07-25T07:01:42.294917+00:00,55933.79,61628.86,53333.37,20746.43,578106.82,11379.45,16873.07,15274.4,38788.71,530664.55
36,2026-07-25T07:16:14.515888+00:00,55912.48,61592.38,53312.31,20190.24,568600.58,11364.82,16851.09,15261.56,37940.89,530033.77
37,2026-07-25T07:26:36.248311+00:00,55529.59,61084.66,52929.25,20119.83,568600.58,11270.67,16701.85,15991.17,42397.79,515007.46
38,2026-07-25T07:37:47.258803+00:00,55951.97,61792.62,53320.34,20186.52,577916.65,11365.73,16852.53,16080.79,42558.8,530289.5
39,2026-07-25T07:51:21.776689+00:00,55691.78,61543.62,53075.59,20128.66,577916.65,11315.5,16774.76,16034.54,42475.7,527951.21
