cycle,timestamp,AlphaBot,ShadowTrader,BearKing,CryptoGuru,GoldenWhale,DiamondHands,HappyTrader,LeverageKing,LiquidKiller,PoolMaster
1,2026-07-07T04:01:13.378992,49992.5,52403.18,50000.0,22421.88,508799.73,10029.2,10021.25,10023.15,50000.0,501160.76
2,2026-07-07T04:09:14.046963,49654.82,53689.38,50000.0,16999.87,513341.87,9495.8,10353.63,9493.56,50078.3,500841.1
3,2026-07-07T04:18:27.627907,50711.95,53999.29,50276.3,16192.49,478895.86,9493.84,9773.69,9491.32,49500.0,502175.38
4,2026-07-07T04:28:25.564495,52025.68,42673.82,47000.0,69258.87,473137.49,9704.33,9885.87,9659.85,49687.35,499919.26
5,2026-07-07T04:39:04.977617,52321.08,60509.22,48024.83,79076.14,502058.21,9703.43,9883.71,9659.46,48765.46,496926.41
6,2026-07-07T04:50:04.098015,52363.77,49987.79,48024.83,77307.49,537297.56,9702.86,10484.42,9659.18,48160.74,494000.03
7,2026-07-07T05:00:04.471955,52358.77,54264.6,49609.03,74084.79,546536.45,9702.29,10470.52,9659.16,48160.99,495413.29
8,2026-07-07T05:09:50.037884,52348.76,56225.43,49530.15,73421.35,497260.39,9702.2,10469.57,9659.15,48060.65,490070.29
9,2026-07-07T05:19:11.846758,52333.76,65484.1,48732.04,69953.21,522544.13,9702.18,10469.54,9659.15,48127.98,490121.45
10,2026-07-07T05:28:51.215896,51212.7,51900.91,48334.53,69958.64,538522.86,9702.18,10469.54,9658.82,51690.23,492397.79
11,2026-07-07T05:36:55.880691,52933.23,53812.79,49686.45,70279.88,501472.25,9701.62,10469.26,9658.82,50697.49,489682.77
12,2026-07-07T05:46:25.636888,54151.11,56501.0,49704.17,70321.3,483797.05,9701.47,10469.11,9658.67,50710.81,489607.9
13,2026-07-07T05:56:01.159106,54151.11,56687.12,49814.8,70582.95,494794.24,9701.37,10468.96,9657.27,50701.56,489593.86
14,2026-07-07T06:05:36.886286,54151.11,56203.2,49814.8,70278.38,491182.27,9701.37,10468.96,9657.27,50701.56,490119.0
15,2026-07-07T06:15:40.070118,54148.31,56126.17,49814.8,70214.38,491145.82,9701.29,10468.82,9657.27,50700.16,488001.35
16,2026-07-07T06:24:54.186431,54145.51,55911.7,49580.25,70182.59,489462.32,9684.54,10468.71,9656.71,50694.56,490079.07
17,2026-07-07T06:33:24.180444,54142.71,56465.19,49652.08,70166.66,489462.31,9684.54,10468.6,9656.43,50688.96,491035.89
18,2026-07-07T06:42:15.974195,54139.91,56403.11,49809.4,70152.75,491137.4,9701.29,10468.51,9656.29,50688.96,489593.88
19,2026-07-07T06:51:09.896786,54135.71,57215.61,49862.91,70141.78,491123.39,9701.01,10468.46,9655.59,50678.97,490421.19
20,2026-07-07T06:59:39.360193,54134.87,57275.66,49860.11,70138.42,491114.98,9700.95,10468.45,9655.52,50666.37,490930.62
