cycle,timestamp,AlphaBot,ShadowTrader,BearKing,CryptoGuru,GoldenWhale,DiamondHands,HappyTrader,LeverageKing,LiquidKiller,PoolMaster
1,2026-03-16T23:55:22.671922,0,0,0,0,0,0,0,0,0,0
2,2026-03-16T23:55:28.200148,0,0,0,0,0,0,0,0,0,0
3,2026-03-16T23:55:33.707449,0,0,0,0,0,0,0,0,0,0
4,2026-03-16T23:55:39.215267,0,0,0,0,0,0,0,0,0,0
5,2026-03-16T23:55:44.755173,0,0,0,0,0,0,0,0,0,0
6,2026-03-16T23:55:50.322579,0,0,0,0,0,0,0,0,0,0
7,2026-03-16T23:55:55.827575,0,0,0,0,0,0,0,0,0,0
8,2026-03-16T23:56:01.423759,0,0,0,0,0,0,0,0,0,0
9,2026-03-16T23:56:06.927994,0,0,0,0,0,0,0,0,0,0
10,2026-03-16T23:56:12.449375,0,0,0,0,0,0,0,0,0,0
