open_time_ms,close
1694300400000,25901.61000000
1694304000000,25871.65000000
1694307600000,25852.75000000
1694311200000,25853.35000000
1694314800000,25861.39000000
1694318400000,25832.82000000
1694322000000,25847.81000000
1694325600000,25852.01000000
1694329200000,25852.25000000
1694332800000,25863.10000000
1694336400000,25830.01000000
1694340000000,25805.01000000
1694343600000,25795.33000000
1694347200000,25802.47000000
1694350800000,25809.06000000
1694354400000,25773.24000000
1694358000000,25775.01000000
1694361600000,25791.17000000
1694365200000,25695.60000000
1694368800000,25728.23000000
1694372400000,25800.00000000
1694376000000,25820.35000000
1694379600000,25902.81000000
1694383200000,25852.34000000
1694386800000,25841.61000000
1694390400000,25726.35000000
1694394000000,25687.32000000
1694397600000,25735.72000000
1694401200000,25740.39000000
1694404800000,25778.07000000
1694408400000,25892.97000000
1694412000000,25839.55000000
1694415600000,25813.65000000
1694419200000,25805.26000000
1694422800000,25736.49000000
1694426400000,25711.52000000
1694430000000,25601.27000000
1694433600000,25718.00000000
1694437200000,25617.50000000
1694440800000,25147.75000000
1694444400000,25115.97000000
1694448000000,25185.01000000
1694451600000,25223.92000000
1694455200000,25163.60000000
1694458800000,25020.66000000
1694462400000,25099.99000000
1694466000000,25147.99000000
1694469600000,25148.62000000
1694473200000,25162.52000000
1694476800000,25202.39000000
1694480400000,25141.58000000
1694484000000,25209.39000000
1694487600000,25797.97000000
1694491200000,25760.81000000
1694494800000,25773.08000000
1694498400000,25763.73000000
1694502000000,25822.71000000
1694505600000,25766.93000000
1694509200000,25869.97000000
1694512800000,26159.98000000
1694516400000,26098.99000000
1694520000000,26121.84000000
1694523600000,26275.36000000
1694527200000,26114.39000000
1694530800000,26205.97000000
1694534400000,26109.32000000
1694538000000,25903.04000000
1694541600000,25980.28000000
1694545200000,26066.33000000
1694548800000,26073.90000000
1694552400000,26102.98000000
1694556000000,25970.01000000
1694559600000,25840.10000000
