open_time_ms,close
1694300400000,19.44000000
1694304000000,19.37000000
1694307600000,19.30000000
1694311200000,19.30000000
1694314800000,19.20000000
1694318400000,18.38000000
1694322000000,18.39000000
1694325600000,18.54000000
1694329200000,18.53000000
1694332800000,18.35000000
1694336400000,18.33000000
1694340000000,18.30000000
1694343600000,18.33000000
1694347200000,18.40000000
1694350800000,18.38000000
1694354400000,18.13000000
1694358000000,18.22000000
1694361600000,18.06000000
1694365200000,17.99000000
1694368800000,18.10000000
1694372400000,18.19000000
1694376000000,18.36000000
1694379600000,18.47000000
1694383200000,18.34000000
1694386800000,18.24000000
1694390400000,18.07000000
1694394000000,18.22000000
1694397600000,18.32000000
1694401200000,18.36000000
1694404800000,18.20000000
1694408400000,18.41000000
1694412000000,18.30000000
1694415600000,18.19000000
1694419200000,18.02000000
1694422800000,17.80000000
1694426400000,17.64000000
1694430000000,17.67000000
1694433600000,17.84000000
1694437200000,17.60000000
1694440800000,17.59000000
1694444400000,17.84000000
1694448000000,17.71000000
1694451600000,17.78000000
1694455200000,17.60000000
1694458800000,17.52000000
1694462400000,17.63000000
1694466000000,17.51000000
1694469600000,17.57000000
1694473200000,17.72000000
1694476800000,17.82000000
1694480400000,17.59000000
1694484000000,17.72000000
1694487600000,18.19000000
1694491200000,18.05000000
1694494800000,17.99000000
1694498400000,17.92000000
1694502000000,17.98000000
1694505600000,17.96000000
1694509200000,18.26000000
1694512800000,18.42000000
1694516400000,18.30000000
1694520000000,18.15000000
1694523600000,18.25000000
1694527200000,17.99000000
1694530800000,18.00000000
1694534400000,17.94000000
1694538000000,17.73000000
1694541600000,17.86000000
1694545200000,17.93000000
1694548800000,17.89000000
1694552400000,17.99000000
1694556000000,18.01000000
1694559600000,17.92000000
