cycle,timestamp,AlphaBot,ShadowTrader,BearKing,CryptoGuru,GoldenWhale,DiamondHands,HappyTrader,LeverageKing,LiquidKiller,PoolMaster
1,2026-08-22T04:56:30.192285+00:00,49955.05,59985.7,49958.0,20671.24,542094.07,10081.08,10845.6,10066.58,50011.05,500000.0
2,2026-08-22T05:03:15.592880+00:00,49879.1,77646.03,49869.2,24395.64,547214.76,10990.05,10751.0,9813.13,49891.66,500000.0
3,2026-08-22T05:11:34.118658+00:00,49828.89,72841.94,49838.42,22642.61,557936.57,10484.6,3894.82,8987.76,50230.57,500000.0
4,2026-08-22T05:19:41.011371+00:00,49814.09,81319.83,49835.04,27229.92,557933.71,11805.27,14022.24,10595.45,18325.87,400000.0
5,2026-08-22T05:28:01.038264+00:00,49812.59,81302.4,49841.38,17443.2,533475.66,8988.46,2507.25,8491.77,17624.13,400000.0
6,2026-08-22T05:36:19.067161+00:00,49791.09,60848.03,49680.55,17404.81,533358.13,8965.93,15636.34,11618.63,83161.21,494576.89
7,2026-08-22T05:45:02.875828+00:00,49801.68,60865.47,49689.83,17408.83,708545.89,8968.51,12393.25,10600.26,83771.87,495513.41
8,2026-08-22T05:53:57.312100+00:00,49804.6,61002.87,49736.36,17415.47,708986.59,8972.08,12398.61,10599.03,65403.4,355515.84
9,2026-08-22T06:02:45.684142+00:00,49803.85,58265.63,48189.61,17401.77,488284.09,8962.48,9127.02,7476.39,65393.83,355663.54
10,2026-08-22T06:11:28.075316+00:00,49811.49,58236.58,48195.22,17406.18,488309.94,8965.57,9128.93,7476.39,65396.91,355663.64
11,2026-08-22T06:21:01.218647+00:00,49766.58,58181.52,48147.68,17391.76,488225.35,8955.46,9122.67,7475.0,65386.83,355663.33
12,2026-08-22T06:31:14.384781+00:00,49757.13,58140.02,48111.74,17380.89,488161.6,8947.84,9117.95,7473.73,65379.24,355663.11
13,2026-08-22T06:40:57.438659+00:00,49741.79,58202.7,48169.35,17398.56,488265.26,8960.23,9125.62,7475.8,65391.59,355663.48
14,2026-08-22T06:50:39.507589+00:00,47743.87,58246.04,48209.37,17410.42,488334.79,8968.54,9130.77,7477.18,65399.87,5663.73
15,2026-08-22T07:00:20.114465+00:00,49731.68,58268.38,48229.75,17416.45,488370.18,8972.77,9133.39,7477.89,65404.08,353663.85
16,2026-08-22T07:09:32.447881+00:00,49731.68,58147.93,48119.93,17383.92,488179.42,8949.97,9119.27,7474.09,65381.36,495663.17
17,2026-08-22T07:19:32.472755+00:00,49731.68,58078.64,48054.76,17364.62,488066.22,8933.67,9109.5,7471.83,65367.87,495662.76
18,2026-08-22T07:29:15.078562+00:00,49731.68,57913.55,47898.41,17318.31,487794.64,8909.27,9093.43,7465.73,65335.52,495661.79
19,2026-08-22T07:38:45.733573+00:00,49731.68,57772.92,47775.0,17281.76,487580.28,8899.35,9084.72,7462.91,65309.99,495661.03
