cycle,timestamp,AlphaBot,ShadowTrader,BearKing,CryptoGuru,GoldenWhale,DiamondHands,HappyTrader,LeverageKing,LiquidKiller,PoolMaster
1,2026-07-28T21:05:21.387615+00:00,49965.0,49950.09,50000.0,19998.6,542088.27,10029.67,10128.46,10023.02,50000.0,500000.0
2,2026-07-28T21:12:05.196263+00:00,49865.0,49849.7,50034.81,21516.19,564043.57,11016.54,11410.85,10495.26,50005.44,500000.0
3,2026-07-28T21:19:25.304025+00:00,49786.57,49825.57,50311.04,21667.8,564646.49,10901.4,11440.01,10501.2,49962.02,500000.0
4,2026-07-28T21:26:30.690409+00:00,49782.36,49785.08,50282.31,21340.76,594638.86,10884.5,11438.1,10506.5,49958.66,499860.39
5,2026-07-28T21:34:27.798284+00:00,49746.09,42826.72,50277.31,21344.96,563371.13,10886.91,11439.09,10508.72,49920.29,499686.72
6,2026-07-28T21:41:50.314062+00:00,49516.01,42720.91,50250.07,21305.12,562764.92,10849.89,11408.63,10478.96,49758.03,498444.99
7,2026-07-28T21:49:23.335492+00:00,49520.75,49709.71,50267.98,21329.03,563015.25,10855.52,11413.81,10542.63,49826.57,498461.78
8,2026-07-28T21:57:29.355167+00:00,49551.39,49867.13,28393.22,12966.58,533310.42,9990.08,10357.13,8633.96,48282.69,498526.23
9,2026-07-28T22:05:33.795606+00:00,48987.05,47575.2,28386.82,12959.95,532753.39,9978.63,10348.06,8624.04,48247.49,498108.23
10,2026-07-28T22:13:29.147231+00:00,48974.17,47591.32,28368.84,12947.22,532932.69,9982.32,10351.11,12895.89,51492.08,498200.42
11,2026-07-28T22:21:31.947701+00:00,50060.99,52130.84,57821.36,31132.88,588412.49,11795.58,12495.22,12952.34,51269.49,497898.8
12,2026-07-28T22:30:20.200057+00:00,41928.79,47489.91,28300.59,12932.43,531896.99,11782.32,10330.95,10875.76,51027.05,497671.47
13,2026-07-28T22:38:44.105582+00:00,41958.91,47504.91,28312.37,12942.42,532549.96,11790.91,10339.21,10884.9,51087.44,478041.11
14,2026-07-28T22:47:59.879163+00:00,41984.3,47521.06,28315.68,12953.11,532964.24,11796.67,10344.75,10890.72,51124.6,483289.02
15,2026-07-28T22:56:07.628144+00:00,41986.29,47526.58,28317.37,12953.98,533175.13,11799.6,10347.57,10893.68,51129.61,498415.22
16,2026-07-28T23:05:25.855204+00:00,41896.91,47456.12,28308.25,12919.96,587883.18,11782.3,11361.65,11599.69,51114.1,482735.02
17,2026-07-28T23:14:22.975117+00:00,44637.89,49032.44,38615.03,21701.62,605285.84,11770.62,12424.1,11795.68,51037.46,500343.01
18,2026-07-28T23:23:48.603331+00:00,51036.69,45600.96,28299.51,8398.08,574083.82,11611.04,7640.71,10854.62,50837.02,466346.69
19,2026-07-28T23:32:47.389761+00:00,35673.6,45457.67,28291.53,8382.63,572487.61,11596.79,7623.63,10839.99,50743.14,465531.97
20,2026-07-28T23:42:27.135717+00:00,35717.67,45535.35,28308.82,8394.28,573691.31,11607.54,7635.13,10851.46,50808.94,465883.03
21,2026-07-28T23:52:08.027516+00:00,35764.8,45643.69,28332.78,8407.13,575146.58,11620.65,7646.92,10865.45,50909.58,465883.03
22,2026-07-29T00:01:04.377078+00:00,35785.47,45676.42,28342.62,8412.5,575892.41,11627.49,7653.07,10872.74,50956.52,465883.03
23,2026-07-29T00:11:19.963855+00:00,35824.12,45771.84,28356.02,8422.54,577287.66,11640.29,7664.58,10886.4,51039.38,460883.03
24,2026-07-29T00:21:59.036098+00:00,35787.38,45702.17,28325.41,8412.99,575961.54,11628.13,7653.64,10873.42,50971.56,465883.03
25,2026-07-29T00:31:21.960182+00:00,35769.79,45679.19,28310.75,8408.42,575326.67,11622.3,7648.41,10867.21,50933.86,465883.03
26,2026-07-29T00:41:25.443090+00:00,35705.58,45535.3,28255.23,8389.72,573009.14,11601.05,7629.3,10844.53,50796.23,465883.03
27,2026-07-29T00:51:03.272906+00:00,35691.14,45495.08,28244.04,8385.09,572596.2,11592.25,7625.89,10838.7,50770.21,465883.03
28,2026-07-29T01:00:59.889995+00:00,35733.01,45559.67,28277.71,8399.02,573838.65,11616.07,7634.15,10854.3,50816.38,465883.03
29,2026-07-29T01:10:43.964020+00:00,35730.56,52667.79,62361.78,8142.5,573765.89,11614.68,7627.13,10845.49,50816.38,465883.03
30,2026-07-29T01:18:52.268314+00:00,35725.22,45836.2,28262.13,41188.67,669274.71,11915.18,19231.33,13115.74,50816.38,502845.33
31,2026-07-29T01:26:59.588186+00:00,50406.6,52170.02,59091.66,41399.62,668702.88,11924.01,19193.3,13168.26,50862.82,506391.38
32,2026-07-29T01:35:19.277636+00:00,52373.09,52895.22,62227.82,42404.13,675156.52,12218.21,3062.67,4345.49,42816.38,495809.84
33,2026-07-29T01:44:39.761761+00:00,25728.66,44363.99,28262.13,25686.19,561707.51,6500.03,3058.65,4345.49,42816.38,495987.53
34,2026-07-29T01:54:40.996877+00:00,25675.14,44305.28,28262.13,25678.33,560111.66,6492.75,3051.97,4345.49,42816.38,495987.53
35,2026-07-29T02:06:56.713024+00:00,25536.3,44079.62,28257.13,25657.99,555972.02,6468.35,19843.06,13403.27,50931.96,506875.1
36,2026-07-29T02:19:46.884643+00:00,18020.11,44076.49,28243.98,42264.49,664085.68,12019.39,19425.01,13312.13,50747.52,411627.71
37,2026-07-29T02:35:43.272286+00:00,51132.05,51968.67,59750.44,41954.99,608795.06,8805.58,10601.94,10795.0,45601.55,483149.73
38,2026-07-29T02:49:18.202940+00:00,31132.87,52412.93,14962.09,34098.25,593369.11,6467.58,10601.12,7604.12,42815.1,470703.45
39,2026-07-29T03:06:29.132747+00:00,15980.54,35487.36,14943.74,34089.22,591317.12,6452.33,10598.11,7604.12,42809.59,470576.86
40,2026-07-29T03:39:04.443941+00:00,15893.57,35387.63,14852.28,34042.05,584796.92,6376.36,10583.12,7604.12,42782.1,470576.86
41,2026-07-29T03:56:43.964642+00:00,15904.12,35404.19,14863.37,34052.47,585332.14,6385.57,10582.93,7604.12,42785.43,470576.86
42,2026-07-29T04:10:31.332834+00:00,15890.56,35377.21,14849.11,34039.07,584590.77,6373.73,10574.75,7604.12,42781.15,470576.86
43,2026-07-29T04:22:27.631978+00:00,15908.47,35392.22,14868.05,34056.77,536771.37,6389.36,10585.12,7600.13,42786.84,470576.86
44,2026-07-29T04:35:49.463612+00:00,15881.86,35370.14,14842.71,34031.89,535824.52,6367.8,10567.49,7579.5,42778.72,470576.86
45,2026-07-29T04:46:47.657262+00:00,15808.19,35307.31,14790.44,33972.34,582718.86,6322.83,10526.34,7536.94,42757.19,470576.36
46,2026-07-29T04:57:32.006687+00:00,15820.67,35313.88,14798.11,33984.29,583005.74,6329.63,10532.6,7542.21,42758.03,470549.44
47,2026-07-29T05:09:42.649233+00:00,15833.12,35304.87,14805.04,34000.44,583261.28,6335.96,10537.61,7548.76,42763.77,470588.63
