cycle,timestamp,AlphaBot,ShadowTrader,BearKing,CryptoGuru,GoldenWhale,DiamondHands,HappyTrader,LeverageKing,LiquidKiller,PoolMaster
1,2026-07-28T13:32:10.941672+00:00,49981.25,49953.38,49975.2,19994.96,542098.27,10216.68,10288.41,10265.48,50683.36,500000.0
2,2026-07-28T13:36:36.609737+00:00,51490.28,49852.15,49909.52,20473.44,527100.22,7484.48,6986.35,6993.05,45000.0,500000.0
3,2026-07-28T13:42:03.259005+00:00,41929.26,49784.52,49091.19,14977.87,527070.82,7481.49,6982.26,6988.89,45010.4,500000.0
4,2026-07-28T13:48:42.838859+00:00,41916.83,49783.28,49086.49,14971.95,608025.95,11323.22,10628.7,10021.67,49072.62,487961.0
5,2026-07-28T13:54:34.345288+00:00,46689.33,49725.52,49368.79,17162.4,612835.05,11324.15,10630.41,10022.14,49072.62,450000.0
6,2026-07-28T14:00:33.340828+00:00,46579.84,49113.62,48990.52,17149.36,622600.18,13283.35,11750.65,11197.24,50624.8,450000.0
7,2026-07-28T14:06:43.802703+00:00,48419.66,49136.94,49149.11,17990.48,612156.0,11246.88,10581.66,9703.6,49028.0,487685.75
8,2026-07-28T14:12:29.973515+00:00,46565.22,49246.31,49099.19,17127.7,611768.62,11097.88,10490.94,9607.55,48926.69,486369.73
9,2026-07-28T14:18:09.212193+00:00,46411.2,49219.32,49060.48,17041.39,611268.25,11092.18,10486.81,9606.04,48919.39,483250.78
10,2026-07-28T14:24:35.347424+00:00,46178.61,49112.37,48953.23,16787.64,610577.65,11089.96,10296.52,9406.57,48704.06,483209.52
11,2026-07-28T14:31:32.539165+00:00,46123.75,49053.52,48896.78,16771.08,609968.38,11078.76,10265.96,9381.43,48650.09,482932.56
12,2026-07-28T14:38:07.331656+00:00,46062.28,48993.12,48845.26,16706.01,609346.2,11068.74,10256.39,9366.94,48601.04,394775.73
13,2026-07-28T14:44:18.742332+00:00,41776.26,49027.34,48885.11,16915.48,622691.17,12531.23,10262.83,17025.39,42861.64,394775.73
14,2026-07-28T14:50:20.393856+00:00,41807.96,49085.82,48941.72,16923.48,623286.63,12534.78,10267.54,5921.39,42889.15,409044.0
15,2026-07-28T14:57:01.718348+00:00,41825.64,49082.47,48939.79,12588.19,625213.15,12537.96,10270.88,9544.8,47393.99,471092.59
16,2026-07-28T15:03:56.176878+00:00,46213.61,48968.91,48840.41,16829.85,611706.83,12513.93,10252.85,9530.05,47302.08,411424.2
