cycle,timestamp,AlphaBot,ShadowTrader,BearKing,CryptoGuru,GoldenWhale,DiamondHands,HappyTrader,LeverageKing,LiquidKiller,PoolMaster
1,2026-07-19T23:02:52.094483,49970.92,49964.59,50000.0,19990.61,528065.51,12672.62,10151.21,10000.0,50000.0,499969.94
2,2026-07-19T23:08:47.061741,50112.17,49997.3,50000.01,20112.13,553650.84,21903.76,11604.11,9993.01,44576.8,449886.97
3,2026-07-19T23:15:10.858288,47919.65,48912.29,49975.02,17971.11,519350.95,2996.1,7984.03,9987.6,50145.11,449845.28
4,2026-07-19T23:21:17.723054,51472.04,50581.2,49932.72,21294.72,559275.38,2418.71,7978.63,9979.07,47446.4,499802.55
5,2026-07-19T23:28:21.998561,47879.73,48074.94,49902.19,16431.92,487107.4,2420.73,7983.92,9990.04,47441.77,499861.29
6,2026-07-19T23:36:14.136090,47898.76,48131.38,49935.98,16444.01,487169.8,2420.74,7992.79,10004.31,47485.89,477634.83
7,2026-07-19T23:43:14.075067,47905.18,48146.79,49946.31,16462.13,486955.59,2424.54,7994.86,9999.81,47463.71,499423.92
8,2026-07-19T23:50:28.649477,47897.02,48129.78,49932.92,16457.49,486484.71,2422.61,7989.82,10000.96,47460.5,499413.42
9,2026-07-19T23:56:57.204333,47884.09,48096.91,49861.53,16438.95,485281.65,2417.87,7969.03,9983.46,47367.93,498663.42
10,2026-07-20T00:03:53.571612,47822.16,48033.5,49838.75,16430.59,485119.73,2417.18,7964.77,9976.05,47330.89,498321.9
11,2026-07-20T00:12:33.301062,47800.09,50711.2,49736.02,13637.83,484691.89,2415.18,7945.69,9963.95,50266.18,496879.18
12,2026-07-20T00:18:44.787627,44603.19,50599.82,49525.62,21277.28,475370.58,27618.12,12579.84,9945.68,50260.14,496502.79
13,2026-07-20T00:25:02.549756,51615.71,50664.94,49648.38,21307.94,450565.85,27635.14,12699.49,9950.46,50223.76,496609.9
14,2026-07-20T00:31:41.183247,39772.36,50587.39,49565.04,21287.1,626717.99,27622.42,12692.27,9941.91,50224.47,488844.64
15,2026-07-20T00:37:18.609470,50564.18,50587.48,49562.25,21285.6,658990.08,27613.03,12685.42,9941.27,50207.91,487842.92
16,2026-07-20T00:45:05.188505,50515.8,50545.16,49535.97,21272.92,658789.11,27593.41,12676.42,9934.07,50224.92,487976.86
17,2026-07-20T00:51:30.076607,50550.73,50537.7,49512.69,21267.36,658818.32,27603.98,12678.7,9935.65,50207.04,487875.62
18,2026-07-20T00:58:12.376018,50526.63,50514.23,49489.06,21262.82,658474.88,27578.11,12669.01,9926.78,50178.96,487778.15
19,2026-07-20T01:05:05.423981,50484.39,50517.87,49488.2,21248.67,658368.74,27567.41,12662.18,9923.05,50165.86,216466.23
20,2026-07-20T01:12:31.009141,50429.53,50087.07,49440.55,21212.33,658441.25,27569.17,12658.99,9921.57,50162.37,309857.78
21,2026-07-20T01:20:27.738891,50417.23,50164.71,49508.95,21245.56,658678.86,27585.72,12671.42,9927.55,50182.28,309872.32
22,2026-07-20T01:27:50.241197,50473.22,50181.57,49531.26,21246.07,658729.31,27573.88,12666.97,9932.92,50210.56,309877.16
23,2026-07-20T01:35:48.014788,50429.65,50155.91,49505.99,21222.31,658326.21,27559.31,12642.92,9916.13,50121.3,309506.92
24,2026-07-20T01:43:16.458448,50305.47,50044.67,49279.45,21085.89,655935.07,27458.91,12607.41,9893.84,50040.68,309249.23
25,2026-07-20T01:51:06.826932,50216.39,49971.83,49324.14,21122.12,656758.38,27467.27,12601.69,9889.77,50026.0,309190.83
26,2026-07-20T01:59:54.183003,50279.38,50027.15,49378.36,21128.68,657043.87,27501.17,12629.15,9906.36,50090.57,309356.16
27,2026-07-20T02:07:58.078083,50256.34,50062.87,49425.37,21142.58,657345.9,27502.95,12627.68,9909.55,50119.53,309660.41
28,2026-07-20T02:16:47.075375,50335.1,50086.22,49455.11,21150.28,657745.53,27525.59,12643.35,9913.78,50116.23,309632.29
29,2026-07-20T02:24:51.340618,50326.45,50021.07,49388.97,21140.0,657641.44,27518.25,12627.92,9902.56,50182.33,478531.92
30,2026-07-20T02:32:47.876975,50438.6,50548.74,49544.98,21188.55,659015.03,27584.96,12665.51,9929.7,50220.5,478624.57
31,2026-07-20T02:41:58.788976,50515.81,50582.84,49535.01,21183.95,658945.95,27584.81,12665.51,9929.83,50229.12,478683.41
32,2026-07-20T02:50:58.571384,50547.32,50617.58,49615.74,21223.13,660522.4,27642.19,12683.88,9939.67,50298.01,478953.56
33,2026-07-20T02:59:57.595988,50562.34,50675.34,49674.41,21257.76,660604.5,27635.43,12694.24,9947.81,50350.76,310548.98
34,2026-07-20T03:07:52.549769,50558.09,50324.53,49720.78,21266.87,660825.36,27666.05,12705.56,9955.49,50314.68,295902.27
35,2026-07-20T03:16:18.103008,50512.76,50280.55,49633.42,21232.71,659983.89,27612.35,12685.68,9950.3,50367.18,310617.92
36,2026-07-20T03:25:21.924977,50599.19,50372.04,49704.74,21257.09,660620.95,27646.4,12701.91,9951.0,50334.83,310527.17
37,2026-07-20T03:33:35.741683,50561.49,50368.21,49699.08,21254.21,660562.6,27643.02,12694.35,9945.26,50328.19,310510.58
38,2026-07-20T03:42:00.505125,50525.04,50299.02,49631.39,21225.85,659841.64,27528.85,12643.71,9908.53,50194.55,309860.16
39,2026-07-20T03:50:27.890467,50414.24,50183.96,49517.4,21180.24,658709.44,27555.64,12656.26,9925.8,50245.47,310109.02
40,2026-07-20T03:58:25.144722,50528.63,50302.77,49585.37,21214.67,659616.22,27570.41,12663.61,9921.73,50229.46,310118.94
41,2026-07-20T04:07:42.218396,50444.39,50240.48,49572.44,21217.15,659717.79,27601.69,12662.76,9921.08,50206.44,309929.56
42,2026-07-20T04:16:18.884040,50402.9,50216.45,49547.24,21197.11,659207.04,27574.99,12671.15,9927.98,50243.29,310102.08
43,2026-07-20T04:24:47.643366,50537.84,50311.22,49604.21,21219.29,659853.46,27593.79,12674.9,9940.09,50310.59,310409.45
44,2026-07-20T04:33:21.617568,50527.59,50300.96,49649.34,21237.52,660184.87,27620.1,12687.32,9944.25,50331.48,310492.85
45,2026-07-20T04:42:04.540712,50555.16,50328.77,49670.33,21247.53,660758.08,27643.37,12689.64,9942.17,50325.93,310545.93
46,2026-07-20T04:51:49.670721,50593.18,50375.48,49692.42,21255.22,660930.89,27648.25,12705.75,9954.56,50385.58,310690.15
47,2026-07-20T05:00:40.514340,50607.9,50402.97,49718.38,21255.84,660915.61,27646.9,12697.51,9948.13,50347.39,310575.98
48,2026-07-20T05:09:08.561160,50522.24,50297.19,49618.72,21251.0,660756.51,27647.11,12700.39,9951.03,50335.13,310524.9
49,2026-07-20T05:18:00.302409,50591.17,50365.23,49717.21,21262.07,660702.73,27639.1,12696.54,9947.98,50358.46,310642.35
50,2026-07-20T05:25:51.142748,50594.74,50337.54,49659.01,21237.94,661063.07,27655.58,12718.74,9965.83,50448.96,311239.73
