cycle,timestamp,AlphaBot,ShadowTrader,BearKing,CryptoGuru,GoldenWhale,DiamondHands,HappyTrader,LeverageKing,LiquidKiller,PoolMaster
1,2026-07-12T08:55:39.877007,39447.23,41458.28,48903.46,22108.42,533508.08,9964.05,8964.2,7923.56,49660.3,498550.46
2,2026-07-12T09:01:29.016951,39447.23,41456.88,48903.46,22107.67,533485.33,9963.9,8964.2,7923.56,49659.8,498547.66
3,2026-07-12T09:07:59.399187,39447.23,41456.88,48903.46,22107.67,521354.67,9960.9,8964.2,7923.56,49658.75,498547.66
4,2026-07-12T09:14:35.386749,39447.23,41450.98,48903.46,22098.67,495351.14,9960.48,8964.2,7923.56,49646.75,498547.66
5,2026-07-12T09:21:07.858821,39447.23,41450.98,48903.46,22098.67,495265.94,9960.34,8964.2,7923.56,49646.75,498547.66
6,2026-07-12T09:27:39.003167,39447.23,41446.78,48903.46,22098.67,521101.69,9958.7,8958.95,7923.56,49646.75,498547.66
7,2026-07-12T09:34:29.223246,39447.23,41438.38,48903.46,22098.67,521086.69,9954.65,8958.95,7923.56,49646.75,498547.66
8,2026-07-12T09:40:32.854245,39447.23,41435.58,48903.46,22098.18,521086.69,9953.75,8958.95,7923.56,49646.75,498547.66
9,2026-07-12T09:47:41.913364,39447.23,41435.13,48903.46,22098.18,521086.69,9951.65,8958.95,7923.56,49645.4,498547.66
10,2026-07-12T09:54:22.666535,39447.23,41434.23,48902.56,22098.18,521086.24,9949.1,8958.95,7923.56,49643.9,498532.66
11,2026-07-12T10:00:42.479031,39447.23,41433.63,48901.96,22098.18,521086.24,9948.58,8958.95,7923.34,49643.45,498525.16
12,2026-07-12T10:06:58.078451,39441.63,41433.33,48901.66,22098.18,521085.49,9941.45,8958.54,7922.44,49625.9,498525.16
13,2026-07-12T10:13:44.172354,39441.63,41432.53,48900.16,22098.18,521085.49,9937.6,8958.13,7922.44,49625.9,498525.16
14,2026-07-12T10:19:54.623062,39440.83,41430.03,48898.96,22098.18,521083.49,9937.15,8958.13,7921.64,49625.9,498523.66
15,2026-07-12T10:25:55.355001,39440.33,41430.03,48898.96,22098.18,521071.49,9937.15,8957.68,7920.84,49624.6,498522.66
16,2026-07-12T10:33:01.109106,39440.33,41430.03,48898.96,22098.18,521061.74,9935.35,8957.68,7915.84,49617.1,498522.66
17,2026-07-12T10:39:40.525853,39440.18,41430.03,48898.89,22095.94,521027.74,9929.35,8957.68,7915.84,49613.1,498521.91
18,2026-07-12T10:45:58.629801,39440.18,41427.03,48898.06,22094.54,521012.74,9928.0,8957.68,7915.84,49613.1,498521.08
19,2026-07-12T10:52:09.975612,39440.16,41427.03,48875.71,22088.7,520990.24,9926.5,8957.68,7915.84,49613.1,498520.28
20,2026-07-12T10:58:09.718536,39440.16,41427.03,48873.72,22087.58,520990.24,9922.0,8957.68,7915.84,49613.1,498519.76
21,2026-07-12T11:03:38.559779,39440.16,41422.03,48864.72,22085.78,520970.25,9920.5,8956.78,7915.84,49613.1,498517.76
22,2026-07-12T11:09:51.960715,39440.16,41416.03,48858.72,22085.78,520945.24,9918.5,8956.78,7915.84,49613.1,498487.76
23,2026-07-12T11:16:18.226631,39440.16,41405.83,48853.72,22085.31,520900.14,9918.5,8956.78,7914.34,49612.09,498464.96
24,2026-07-12T11:22:47.439426,39426.16,41395.33,48848.72,22085.31,520825.14,9917.0,8953.78,7912.84,49612.09,498464.96
25,2026-07-12T11:29:43.719080,39426.16,41393.93,48838.72,22084.84,520825.14,9914.75,8953.78,7908.34,49612.09,498464.96
26,2026-07-12T11:38:21.899056,39426.16,41390.2,48838.65,22072.84,520750.14,9911.6,8952.28,7905.84,49612.09,423359.65
27,2026-07-12T11:46:47.917520,31265.35,27474.05,41472.12,17378.2,296187.22,5349.06,5373.32,5264.71,42843.93,423197.18
28,2026-07-12T11:54:04.407834,31261.68,27495.25,41509.43,17396.1,296186.62,5352.56,5373.07,5264.89,42863.89,423233.01
29,2026-07-12T12:02:08.911548,31255.5,27445.45,41501.94,17392.51,221600.77,5353.15,5373.21,5265.89,42888.88,423269.49
