open_time_ms,close
1730847600000,2422.55000000
1730851200000,2484.90000000
1730854800000,2482.40000000
1730858400000,2568.30000000
1730862000000,2579.31000000
1730865600000,2583.30000000
1730869200000,2596.67000000
1730872800000,2583.95000000
1730876400000,2594.00000000
1730880000000,2605.79000000
1730883600000,2622.04000000
1730887200000,2623.73000000
1730890800000,2629.02000000
1730894400000,2633.38000000
1730898000000,2618.01000000
1730901600000,2613.79000000
1730905200000,2634.19000000
1730908800000,2656.17000000
1730912400000,2652.32000000
1730916000000,2677.39000000
1730919600000,2687.25000000
1730923200000,2689.60000000
1730926800000,2686.62000000
1730930400000,2735.31000000
1730934000000,2721.87000000
1730937600000,2725.70000000
1730941200000,2813.46000000
1730944800000,2871.80000000
1730948400000,2852.42000000
1730952000000,2838.75000000
1730955600000,2838.90000000
1730959200000,2802.51000000
1730962800000,2820.29000000
1730966400000,2821.29000000
1730970000000,2822.15000000
1730973600000,2818.32000000
1730977200000,2792.28000000
1730980800000,2818.57000000
1730984400000,2805.00000000
1730988000000,2792.62000000
1730991600000,2847.49000000
1730995200000,2844.64000000
1730998800000,2860.99000000
1731002400000,2879.17000000
1731006000000,2885.00000000
1731009600000,2896.68000000
1731013200000,2890.85000000
1731016800000,2881.41000000
1731020400000,2895.47000000
1731024000000,2907.07000000
1731027600000,2922.41000000
1731031200000,2889.65000000
1731034800000,2902.42000000
1731038400000,2901.81000000
1731042000000,2924.19000000
1731045600000,2908.63000000
1731049200000,2911.96000000
1731052800000,2899.18000000
1731056400000,2913.59000000
1731060000000,2923.52000000
1731063600000,2914.39000000
1731067200000,2936.48000000
1731070800000,2946.81000000
1731074400000,2913.10000000
1731078000000,2937.04000000
1731081600000,2906.37000000
1731085200000,2919.50000000
1731088800000,2957.93000000
1731092400000,2949.96000000
1731096000000,2935.00000000
1731099600000,2942.00000000
1731103200000,2958.87000000
1731106800000,2961.75000000
