open_time_ms,close
1730847600000,69372.01000000
1730851200000,71096.04000000
1730854800000,71128.81000000
1730858400000,73077.05000000
1730862000000,74348.53000000
1730865600000,74261.07000000
1730869200000,74768.38000000
1730872800000,74252.57000000
1730876400000,73370.89000000
1730880000000,73456.04000000
1730883600000,73756.34000000
1730887200000,73830.01000000
1730890800000,74272.01000000
1730894400000,74171.47000000
1730898000000,73987.05000000
1730901600000,73640.00000000
1730905200000,74298.00000000
1730908800000,74333.99000000
1730912400000,74452.01000000
1730916000000,75229.99000000
1730919600000,75823.55000000
1730923200000,76101.99000000
1730926800000,75890.00000000
1730930400000,75638.49000000
1730934000000,75571.99000000
1730937600000,75349.08000000
1730941200000,75386.00000000
1730944800000,75276.01000000
1730948400000,75048.01000000
1730952000000,74707.34000000
1730955600000,74755.49000000
1730959200000,74768.27000000
1730962800000,74757.58000000
1730966400000,75150.00000000
1730970000000,74916.76000000
1730973600000,75031.20000000
1730977200000,74746.00000000
1730980800000,74991.88000000
1730984400000,74672.53000000
1730988000000,74822.00000000
1730991600000,76059.69000000
1730995200000,75893.99000000
1730998800000,76257.89000000
1731002400000,76604.01000000
1731006000000,76530.39000000
1731009600000,76431.48000000
1731013200000,75876.49000000
1731016800000,75872.00000000
1731020400000,75857.89000000
1731024000000,76005.25000000
1731027600000,75983.91000000
1731031200000,75711.14000000
1731034800000,75890.79000000
1731038400000,75832.14000000
1731042000000,75975.32000000
1731045600000,75876.00000000
1731049200000,76148.49000000
1731052800000,75802.00000000
1731056400000,75947.69000000
1731060000000,76229.98000000
1731063600000,75934.46000000
1731067200000,76067.55000000
1731070800000,76268.13000000
1731074400000,75752.00000000
1731078000000,76427.72000000
1731081600000,75919.30000000
1731085200000,76385.99000000
1731088800000,76812.00000000
1731092400000,76912.58000000
1731096000000,76591.33000000
1731099600000,76483.09000000
1731103200000,76369.12000000
1731106800000,76509.78000000
