open_time_ms,close
1730847600000,166.62000000
1730851200000,172.53000000
1730854800000,173.29000000
1730858400000,179.63000000
1730862000000,184.94000000
1730865600000,185.10000000
1730869200000,185.22000000
1730872800000,185.16000000
1730876400000,183.83000000
1730880000000,183.16000000
1730883600000,184.29000000
1730887200000,185.15000000
1730890800000,186.72000000
1730894400000,186.30000000
1730898000000,186.95000000
1730901600000,184.94000000
1730905200000,185.51000000
1730908800000,186.19000000
1730912400000,185.68000000
1730916000000,187.57000000
1730919600000,188.36000000
1730923200000,187.45000000
1730926800000,188.86000000
1730930400000,189.04000000
1730934000000,186.59000000
1730937600000,187.27000000
1730941200000,189.47000000
1730944800000,191.42000000
1730948400000,189.08000000
1730952000000,188.50000000
1730955600000,188.86000000
1730959200000,187.46000000
1730962800000,188.01000000
1730966400000,188.97000000
1730970000000,188.38000000
1730973600000,187.54000000
1730977200000,186.04000000
1730980800000,187.57000000
1730984400000,186.08000000
1730988000000,187.67000000
1730991600000,192.66000000
1730995200000,193.92000000
1730998800000,195.95000000
1731002400000,196.87000000
1731006000000,197.00000000
1731009600000,197.12000000
1731013200000,196.22000000
1731016800000,195.25000000
1731020400000,196.35000000
1731024000000,198.90000000
1731027600000,198.29000000
1731031200000,195.94000000
1731034800000,198.15000000
1731038400000,197.77000000
1731042000000,199.20000000
1731045600000,198.79000000
1731049200000,200.38000000
1731052800000,199.26000000
1731056400000,202.29000000
1731060000000,203.57000000
1731063600000,203.06000000
1731067200000,202.66000000
1731070800000,204.57000000
1731074400000,199.61000000
1731078000000,200.99000000
1731081600000,197.07000000
1731085200000,199.14000000
1731088800000,199.62000000
1731092400000,199.55000000
1731096000000,198.47000000
1731099600000,198.83000000
1731103200000,198.91000000
1731106800000,199.85000000
