cycle,timestamp,AlphaBot,ShadowTrader,BearKing,CryptoGuru,GoldenWhale,DiamondHands,HappyTrader,LeverageKing,LiquidKiller,PoolMaster
1,2026-07-28T04:03:27.818413+00:00,49990.2,49958.6,50000.0,29991.6,528065.51,10647.17,10542.78,10112.64,50006.11,500000.0
2,2026-07-28T04:11:34.098962+00:00,49969.48,59889.26,50042.27,41546.65,542240.85,15480.23,13260.02,4953.49,50130.71,499720.59
3,2026-07-28T04:18:46.625731+00:00,49963.6,63198.3,50042.27,31146.63,543028.22,9099.72,9999.87,5007.88,50130.71,499552.59
4,2026-07-28T04:27:38.535612+00:00,49959.9,63196.92,50042.27,31145.41,543027.67,9099.59,9999.48,5007.62,50106.97,501871.11
5,2026-07-28T04:36:14.209888+00:00,49956.65,74709.36,50028.05,31147.86,542962.79,16247.99,14493.58,8833.21,50207.47,464439.42
6,2026-07-28T04:45:35.654436+00:00,49929.71,60927.65,49976.95,40769.04,542401.01,16242.88,11372.2,8848.59,50127.88,488417.42
7,2026-07-28T04:53:56.993813+00:00,49931.59,60946.71,49981.65,40785.64,542843.05,16254.64,11326.65,8830.61,50117.31,503866.86
8,2026-07-28T05:03:12.206534+00:00,49936.24,69976.76,49989.4,40792.92,553172.42,12307.11,9890.14,7186.82,48991.33,388646.33
9,2026-07-28T05:13:27.741812+00:00,49926.64,60931.2,49973.4,40777.88,516624.78,12305.51,7345.03,7183.62,48983.33,499792.27
10,2026-07-28T05:22:29.067489+00:00,41929.73,62710.21,49978.55,40781.89,541750.26,14473.8,12681.74,8776.64,50076.73,499895.27
11,2026-07-28T05:32:00.721025+00:00,49791.16,60680.91,53618.9,40765.04,512794.38,12304.34,8800.89,7125.96,48976.14,499530.42
12,2026-07-28T05:41:13.416760+00:00,49773.92,62848.33,39949.0,40527.25,541660.02,14550.68,11368.49,8173.06,49688.99,499284.44
13,2026-07-28T05:52:09.719850+00:00,49800.05,62866.01,45258.55,40547.9,549736.01,15051.82,11554.94,8254.27,49751.87,499699.04
14,2026-07-28T06:03:53.025184+00:00,49820.82,62888.03,45820.23,40565.41,552333.06,17613.05,12132.79,8577.45,49977.92,500005.76
15,2026-07-28T06:19:26.233719+00:00,49807.75,59954.16,47344.2,40594.45,557713.29,19196.93,12528.6,8746.15,40393.12,501087.61
16,2026-07-28T06:37:27.659920+00:00,49267.58,60289.17,57052.43,31074.49,573903.34,2506.38,8730.18,4480.39,39270.84,494263.12
17,2026-07-28T07:01:48.788204+00:00,49368.28,62297.33,33392.32,31051.94,533115.38,2504.13,8716.37,4475.88,39259.56,493812.12
18,2026-07-28T07:28:21.678236+00:00,49319.59,54769.49,33338.22,30997.84,531525.81,2498.72,8023.33,4465.06,54901.57,472730.11
19,2026-07-28T07:51:52.857070+00:00,49866.6,55585.29,32805.93,30955.14,530271.2,2494.45,8023.33,4456.52,39699.28,471876.11
20,2026-07-28T08:18:31.703318+00:00,49900.66,55421.46,30999.11,30987.34,498590.34,2497.67,3523.33,9946.37,54896.32,492520.12
21,2026-07-28T08:46:24.757596+00:00,49936.03,55521.27,33331.57,48077.11,498959.06,2501.6,3523.33,8860.35,47856.32,459006.91
22,2026-07-28T09:10:40.827719+00:00,49664.13,55376.76,33340.98,40466.95,511545.06,2503.65,8023.33,7370.48,47859.64,479004.15
23,2026-07-28T09:33:46.975179+00:00,49686.14,44250.43,33348.65,31085.49,531545.06,2506.09,8023.33,4970.71,47859.64,479029.32
24,2026-07-28T10:00:09.779767+00:00,49686.14,39981.53,22038.59,42516.76,531545.06,2501.09,8023.33,7340.81,47859.64,492926.55
25,2026-07-28T10:24:09.202873+00:00,49686.14,69015.64,22038.59,39900.49,531545.06,2506.09,6023.33,5890.81,47859.64,492648.75
26,2026-07-28T10:40:53.268071+00:00,49686.14,48803.78,22038.59,39900.49,531545.06,2506.09,2523.33,5890.81,47859.64,492648.75
27,2026-07-28T10:59:27.141369+00:00,49686.14,32628.3,33338.59,37400.49,531545.06,2506.09,8023.33,7340.81,47859.64,492648.75
28,2026-07-28T11:17:05.634026+00:00,49686.14,32628.3,33338.59,42400.49,531545.06,2506.09,8023.33,7340.81,47859.64,427648.75
29,2026-07-28T11:32:51.740816+00:00,49686.14,32628.3,33338.59,42400.49,531545.06,2506.09,8023.33,7340.81,47859.64,492648.75
30,2026-07-28T11:47:40.927016+00:00,49686.14,32628.3,30838.59,42400.49,531545.06,2506.09,8023.33,7340.81,47859.64,492648.75
31,2026-07-28T12:03:03.980791+00:00,49686.14,32628.3,33338.59,42400.49,531545.06,2506.09,8023.33,7340.81,47859.64,492648.75
32,2026-07-28T12:16:55.205438+00:00,49684.38,32628.3,33338.59,42409.99,531545.06,2506.09,8023.33,7340.81,47859.64,492685.31
33,2026-07-28T12:34:06.343921+00:00,49684.53,32628.3,33338.59,42419.45,531545.06,2506.09,8023.33,7340.81,47859.64,492719.94
34,2026-07-28T12:46:19.392267+00:00,49678.94,32628.3,33338.59,42409.98,531545.06,2506.09,8023.33,7340.81,47859.64,492685.26
35,2026-07-28T13:00:18.349084+00:00,49678.94,32628.3,33338.59,42409.98,531545.06,2506.09,8023.33,7340.81,47859.64,492685.26
36,2026-07-28T13:14:08.825013+00:00,49675.3,32628.3,33338.59,42400.54,531545.06,2505.18,8022.42,7340.45,47859.09,492648.98
37,2026-07-28T13:28:08.674627+00:00,49675.3,32628.3,33338.59,42400.54,531545.06,2500.25,8022.42,7340.45,47859.09,492648.98
38,2026-07-28T13:40:29.604093+00:00,49675.3,32628.3,33338.59,42400.54,531545.06,2503.68,8022.42,7340.45,47859.09,492648.98
39,2026-07-28T13:52:28.364241+00:00,49675.3,48906.8,33338.59,42400.54,531545.06,2503.68,8022.42,7340.45,47859.09,492648.98
40,2026-07-28T14:03:56.871780+00:00,49675.3,25806.8,33338.59,42400.54,531545.06,2503.68,8022.42,7340.45,47859.09,492648.98
41,2026-07-28T14:17:06.811967+00:00,49675.3,25806.8,33338.59,42400.54,531545.06,2503.68,8022.42,7340.45,47859.09,492648.98
42,2026-07-28T14:33:16.549450+00:00,49675.3,25806.8,33338.59,42400.54,531545.06,2503.68,8022.42,7340.45,47859.09,492648.98
43,2026-07-28T14:48:46.596183+00:00,49675.3,25806.8,33338.59,42400.54,531545.06,2503.68,8022.42,7340.45,47859.09,492648.98
