cycle,timestamp,AlphaBot,ShadowTrader,BearKing,CryptoGuru,GoldenWhale,DiamondHands,HappyTrader,LeverageKing,LiquidKiller,PoolMaster
1,2026-07-14T11:37:30.025431,50000.0,49993.32,50000.0,19997.33,500000.0,9999.11,9999.11,9999.11,50000.0,500000.0
2,2026-07-14T11:41:20.800392,49998.75,49997.99,49996.82,19999.39,522452.41,9999.62,9999.9,9999.86,49997.52,500000.0
3,2026-07-14T11:45:43.104188,49998.99,50000.47,49995.88,19999.85,524331.95,9997.54,9996.36,9997.71,49999.96,640401.78
4,2026-07-14T11:50:04.922848,49998.35,49996.79,49996.43,20000.7,524688.95,10000.45,9999.97,10000.17,49997.22,817475.31
5,2026-07-14T11:54:25.793580,49999.51,50002.46,49996.22,20006.66,525279.52,10000.31,10000.25,9999.81,49997.34,818144.37
6,2026-07-14T11:59:29.213803,50001.46,50008.34,49992.77,20006.15,525174.81,10000.45,10001.71,10000.1,49998.75,731956.24
7,2026-07-14T12:04:11.583555,50001.47,49517.1,49983.1,20008.12,525079.21,10000.5,10000.59,10008.47,49877.03,595468.81
8,2026-07-14T12:08:29.631622,50002.09,48111.78,49976.58,19815.97,523466.06,10005.46,10007.79,9805.68,49872.91,629613.38
9,2026-07-14T12:12:39.956828,50001.45,48403.32,49978.75,19845.58,523681.81,9999.44,10000.96,9840.71,49876.17,747452.39
10,2026-07-14T12:16:53.834189,50000.6,48397.25,49983.16,19845.44,523657.76,9999.71,10001.35,9840.43,49875.26,794560.72
11,2026-07-14T12:21:11.135865,50002.67,48401.52,49987.92,19842.88,523634.11,9995.98,9998.71,9840.14,49876.5,808318.05
12,2026-07-14T12:25:28.898918,50002.69,48399.73,49977.02,19850.82,523638.74,10001.68,10008.09,9844.71,49871.39,690087.58
13,2026-07-14T12:29:44.189011,50006.39,48412.79,49868.65,19417.24,524738.79,10005.94,9909.18,9694.79,49804.36,690087.58
14,2026-07-14T12:33:51.808318,50017.58,48416.38,49890.32,19507.06,524704.19,10003.94,9927.29,9722.21,49819.23,722331.46
15,2026-07-14T12:37:57.673508,50021.11,48426.67,49888.61,19517.31,525030.44,10014.01,9935.09,9726.29,49817.66,711342.56
16,2026-07-14T12:41:48.766413,50031.02,48438.65,49881.34,19540.79,525127.12,10013.34,9934.85,9726.59,49816.32,719368.68
17,2026-07-14T12:45:33.297770,50031.66,48426.75,49890.07,19538.28,525235.77,10007.38,9929.64,9721.56,49818.74,720399.54
18,2026-07-14T12:49:50.317611,50034.67,48425.5,49884.41,19453.32,525241.06,10005.1,9907.51,9690.09,49797.28,690397.03
19,2026-07-14T12:53:54.386218,50035.33,48428.27,49884.84,19454.54,525258.69,10003.7,9904.95,9688.72,49798.65,690655.94
20,2026-07-14T12:57:50.166055,50034.38,48423.42,49885.97,19453.58,525357.4,10002.58,9903.93,9687.81,49799.52,690785.35
21,2026-07-14T13:01:46.315524,50037.97,48429.6,49894.55,19549.96,525377.85,10006.96,9927.14,9720.05,49822.82,723158.61
22,2026-07-14T13:05:48.434390,50039.2,48427.02,49885.06,19461.69,548550.64,10003.13,9909.84,9692.81,49800.11,690914.73
23,2026-07-14T13:10:04.878822,50038.82,48436.58,49893.65,19556.67,548547.49,10019.91,9941.01,9729.74,49822.45,715158.61
24,2026-07-14T13:14:13.205180,50046.01,48460.76,49892.16,19568.9,548553.95,10026.91,9948.18,9735.27,49822.3,769025.17
25,2026-07-14T13:18:13.169240,50044.1,48459.06,49892.7,19570.18,548323.45,10020.97,9942.96,9731.34,49823.16,804905.06
26,2026-07-14T13:22:17.751690,50039.57,48447.05,49893.49,19562.33,548218.59,10016.24,9938.6,9727.34,49823.75,805163.7
27,2026-07-14T13:26:35.166861,50040.88,48461.71,49895.02,19572.23,548122.96,10028.44,9950.78,9737.8,49828.95,864298.35
28,2026-07-14T13:30:49.586332,50043.77,48498.49,49899.56,19595.52,548034.77,10030.33,9953.4,9740.44,49837.53,908329.7
