cycle,timestamp,AlphaBot,ShadowTrader,BearKing,CryptoGuru,GoldenWhale,DiamondHands,HappyTrader,LeverageKing,LiquidKiller,PoolMaster
1,2026-07-20T20:16:02.464676,55000.0,49980.85,50000.0,29005.59,522448.58,10000.0,8794.1,10000.0,50000.0,500000.0
2,2026-07-20T20:21:13.226268,61172.09,49964.65,50000.0,10000.0,507218.18,9995.03,8789.61,9998.09,49952.22,500000.0
3,2026-07-20T20:26:58.863599,61168.02,49947.05,50000.0,33551.63,499930.06,9993.98,10057.31,9989.39,49925.72,499964.99
4,2026-07-20T20:32:59.287221,61187.98,49936.25,49959.88,10714.56,499923.03,9244.1,8784.94,9984.74,49902.47,500000.0
5,2026-07-20T20:39:35.990850,61165.77,49945.45,49960.09,10714.56,499945.1,9248.33,8795.98,10007.28,50008.49,500006.53
6,2026-07-20T20:47:16.237106,61198.26,49941.15,49954.4,10704.05,486934.84,9239.62,8786.42,9988.97,49931.16,499917.57
7,2026-07-20T20:53:59.154939,61195.5,49932.25,49944.29,10707.13,499912.18,9239.83,8787.59,9991.22,49940.66,499874.98
8,2026-07-20T21:00:25.281030,61189.99,49917.45,49928.39,10691.71,499800.77,9228.63,8780.94,9978.01,49887.84,214341.26
9,2026-07-20T21:07:38.797357,61179.16,49912.25,49913.86,10694.12,499842.77,9235.39,8788.04,9992.25,49943.79,499987.07
10,2026-07-20T21:14:15.219625,61179.16,49955.45,49924.03,10696.31,499857.37,9231.1,8784.26,9983.71,49927.14,356904.07
11,2026-07-20T21:22:22.950451,61179.16,49914.86,49910.18,10687.28,499796.69,9216.69,8776.01,9963.44,49847.82,499787.37
12,2026-07-20T21:29:17.236891,56179.16,49904.3,49910.78,10686.71,499830.71,9233.78,8784.47,9972.59,49888.72,499855.22
13,2026-07-20T21:36:47.599591,56178.21,49906.99,49908.26,10690.89,499829.32,9239.84,8789.33,9987.11,49965.43,499962.78
14,2026-07-20T21:44:24.589460,56175.57,49964.05,49934.35,10697.86,499862.72,9242.04,8786.57,9984.48,49976.1,499981.93
15,2026-07-20T21:52:46.058405,56164.75,49942.22,49915.92,10697.21,499814.81,9242.0,8791.86,9992.69,49998.83,499988.39
16,2026-07-20T22:01:30.221835,56168.14,49964.78,39538.2,10722.24,499985.91,9266.84,8812.02,9320.13,45301.04,500115.68
17,2026-07-20T22:08:59.355587,40229.59,50076.31,49993.5,10729.01,500998.01,9282.85,8829.58,10050.57,45529.2,464483.64
18,2026-07-20T23:02:13.816678,40290.01,50183.25,50077.25,10730.39,501076.24,9281.83,8828.51,10048.78,45510.54,500458.16
19,2026-07-20T23:10:20.303468,45335.69,50324.28,50187.7,10743.09,502027.47,9309.23,8850.08,10084.77,45567.0,500598.44
20,2026-07-20T23:18:00.949488,45370.58,50262.03,50138.95,10734.64,501394.57,9296.44,8834.65,10059.02,45490.93,499986.93
21,2026-07-20T23:26:50.307069,45328.98,50252.21,50131.06,15733.71,501325.29,9287.01,8831.99,10054.58,45461.41,499748.88
22,2026-07-20T23:34:06.447116,45305.34,50189.45,50082.1,15728.89,500963.89,9284.98,8829.11,10049.78,45449.12,499360.03
23,2026-07-20T23:42:00.062869,45283.15,50173.69,50069.76,15726.14,501027.56,9285.94,8828.48,10048.73,45444.4,499301.13
24,2026-07-20T23:50:25.255219,45280.23,50165.94,50096.67,15729.46,500874.01,9283.62,8828.23,10057.3,45483.14,499926.89
25,2026-07-20T23:57:57.004273,61316.87,50193.58,50085.34,15728.06,501093.1,9286.93,8830.27,10051.71,45457.86,499943.31
26,2026-07-21T00:07:48.648850,61289.41,50212.69,50100.31,15729.34,500997.6,9285.54,8830.36,10050.93,45454.32,499603.79
27,2026-07-21T00:16:01.111310,61261.83,50196.16,50087.77,15728.36,500941.42,9284.64,8829.36,10049.33,45453.61,494610.25
28,2026-07-21T00:23:54.284894,61241.64,50181.7,50072.39,15726.46,500578.16,9279.16,8823.29,10044.6,45431.17,494708.52
29,2026-07-21T00:32:22.078101,61271.19,50205.72,50101.73,15730.09,501239.15,9289.13,8834.34,10053.47,45475.58,495112.92
30,2026-07-21T00:40:37.364364,61286.45,50218.12,50098.47,15729.69,501038.62,9287.46,8831.64,10051.47,45461.52,494844.19
31,2026-07-21T00:50:29.802226,61332.57,50255.57,50123.27,15732.31,501199.35,9293.65,8839.34,10075.0,45557.32,496989.47
32,2026-07-21T00:59:29.093446,61519.1,50406.93,50234.82,15747.04,502192.29,9301.38,8845.79,10073.33,50339.45,496127.08
33,2026-07-21T01:08:17.985343,61464.34,50362.51,50216.45,15754.06,503086.63,9309.0,8856.37,10090.09,50416.89,496637.02
34,2026-07-21T01:17:08.526617,61478.67,50374.13,50163.78,15735.02,502349.78,9303.44,8853.65,10086.19,50392.93,496875.88
35,2026-07-21T01:26:29.747341,61506.98,50375.94,50226.81,15741.12,502136.63,9303.78,8850.58,10096.95,50445.71,497178.75
36,2026-07-21T01:36:47.638663,61515.31,50405.64,50251.06,15750.88,502858.1,9315.83,8863.95,10111.58,50518.08,498869.54
37,2026-07-21T01:45:04.301516,61746.3,50549.0,50384.31,15766.55,504027.59,9325.4,8872.09,10116.42,50541.84,498465.25
38,2026-07-21T01:52:57.545698,61696.65,50473.33,50313.74,15757.01,503389.01,9315.52,8868.52,10110.55,50513.03,497578.98
39,2026-07-21T02:01:11.806474,61587.47,50465.51,50308.9,15756.26,503285.76,9314.34,8862.29,10105.45,50488.01,497902.4
40,2026-07-21T02:09:45.521688,61626.95,50512.73,50353.27,15761.96,503633.38,9318.35,8862.48,10100.47,50464.26,497536.17
41,2026-07-21T02:20:20.212464,61598.89,50494.73,50333.25,15759.7,503585.19,9317.81,8866.42,10107.05,50511.52,498129.0
42,2026-07-21T02:28:03.462708,61667.35,50533.08,50328.21,15759.44,503494.17,9316.77,8863.7,10102.51,50445.05,497470.01
43,2026-07-21T02:36:08.328279,61573.29,50484.55,50319.49,15758.09,503393.04,9321.2,8869.89,10112.84,50524.22,498276.32
44,2026-07-21T02:44:41.978687,61652.86,50520.81,50353.26,15761.17,503624.18,9319.48,8870.4,10113.68,50560.61,498645.31
45,2026-07-21T02:52:54.719246,61591.79,50468.19,50320.16,15758.39,503415.88,9314.36,8866.33,10100.0,50461.23,497708.41
46,2026-07-21T03:02:00.207386,61626.64,50489.43,50327.3,15755.9,503230.43,9308.41,8861.91,10099.53,50444.38,497566.09
47,2026-07-21T03:10:35.849986,61572.67,50470.5,50257.57,15759.21,503477.38,9307.35,8860.75,10097.6,50444.26,497570.43
48,2026-07-21T03:18:00.130052,61531.35,50418.04,50257.57,15749.61,502758.37,9300.84,8872.93,10117.91,50548.44,498836.82
49,2026-07-21T03:25:13.882210,61730.26,50620.19,50257.57,15775.95,506071.8,9354.16,8897.94,10169.75,50801.98,501034.14
50,2026-07-21T03:32:27.614343,61923.94,50743.78,50257.57,15781.52,505142.21,9331.07,8879.6,10129.03,50601.85,499094.61
