cycle,timestamp,AlphaBot,ShadowTrader,BearKing,CryptoGuru,GoldenWhale,DiamondHands,HappyTrader,LeverageKing,LiquidKiller,PoolMaster
1,2026-07-26T02:40:03.621701+00:00,50000.0,49965.0,50000.0,19990.2,542099.6,10030.89,9994.0,10305.48,49990.2,470256.94
2,2026-07-26T02:44:44.977399+00:00,50000.0,50852.53,49927.94,20236.67,724938.15,12088.25,10145.91,15049.19,50274.44,370769.38
3,2026-07-26T02:49:50.576797+00:00,50000.0,50824.14,49934.28,20228.04,673104.99,9060.35,10150.24,7146.09,48735.81,333716.47
4,2026-07-26T02:55:24.568787+00:00,48544.55,52459.04,49815.14,20227.03,678529.49,9313.51,10471.24,17722.71,38269.76,334849.11
5,2026-07-26T03:01:07.000283+00:00,48569.13,53030.78,49795.26,20245.59,823381.25,9345.95,10557.77,17756.68,38269.76,335318.59
6,2026-07-26T03:06:14.860555+00:00,48767.13,52737.44,49820.1,20406.89,834921.75,13821.59,10564.47,17906.25,33792.48,333834.02
7,2026-07-26T03:11:36.623368+00:00,47363.85,53016.06,50176.31,21211.22,794419.94,13856.78,10333.24,16324.89,37040.84,256679.3
8,2026-07-26T03:16:50.377806+00:00,47254.72,50755.59,44345.0,15234.45,794384.94,13798.71,10312.93,16250.93,36980.31,307241.34
9,2026-07-26T03:21:44.502951+00:00,47351.09,50640.94,44368.78,15244.16,793095.21,13842.57,10325.71,16313.97,36691.48,305300.3
10,2026-07-26T03:26:48.904008+00:00,47456.23,50776.82,44474.45,15248.96,791055.66,13905.5,10347.81,16387.98,36806.58,306365.76
11,2026-07-26T03:31:51.963779+00:00,47660.36,51032.6,44679.03,15329.0,795324.45,13989.69,10405.31,16489.96,36970.87,308141.59
12,2026-07-26T03:37:00.288711+00:00,47679.47,51073.78,44698.85,15343.39,796158.24,14002.16,10422.48,16500.6,36986.43,308296.79
13,2026-07-26T03:41:52.290268+00:00,47777.49,51251.35,44762.46,15381.16,774178.67,14032.89,10458.07,16533.78,39042.19,286933.49
14,2026-07-26T03:47:01.234856+00:00,47826.76,51164.98,44813.67,15399.24,742542.57,14049.05,10464.47,16561.14,39087.55,290183.12
15,2026-07-26T03:52:32.345994+00:00,47636.34,51067.03,44628.63,15328.26,739675.28,13999.06,10429.35,16464.65,37749.29,294994.27
16,2026-07-26T03:58:19.593375+00:00,47539.85,50918.06,44542.8,15282.82,737302.61,13957.86,10388.02,16432.14,37634.09,294564.25
17,2026-07-26T04:04:17.351679+00:00,47812.69,51299.97,44776.96,15386.73,741972.06,14042.19,10444.68,16539.98,37853.43,304663.87
18,2026-07-26T04:10:34.898880+00:00,48170.72,51872.92,45899.43,16329.97,748479.2,14127.58,10510.43,16612.89,36914.07,306785.78
19,2026-07-26T04:17:36.390980+00:00,48091.24,51859.81,45826.56,15480.89,747274.22,14113.86,10489.38,16591.16,36842.69,306374.9
20,2026-07-26T04:24:16.945354+00:00,48547.29,52350.46,46231.92,15549.63,754017.62,14171.47,10552.79,16711.09,37089.02,309150.18
21,2026-07-26T04:30:44.269854+00:00,48728.51,52617.67,46384.01,15588.18,766841.34,14200.05,10570.51,16760.49,37181.27,308023.89
22,2026-07-26T04:37:25.121543+00:00,48724.33,52705.69,46412.32,15591.26,766666.48,14188.79,10572.91,16775.12,37195.49,308232.09
23,2026-07-26T04:43:14.720921+00:00,48731.41,52621.51,46361.84,15581.06,755546.8,14204.94,10562.4,16756.56,37174.61,308942.22
24,2026-07-26T04:49:12.014563+00:00,49468.39,53126.47,46810.48,16711.32,779743.67,14269.74,10680.46,17059.34,37514.32,311749.94
25,2026-07-26T04:55:00.731650+00:00,49265.03,52939.02,46668.5,16627.42,775068.46,14198.82,10645.88,17183.44,37416.48,312458.43
26,2026-07-26T05:01:16.957294+00:00,49322.91,52925.43,46721.81,16645.71,776474.66,14210.78,10657.02,16941.34,37436.32,310254.85
27,2026-07-26T05:07:35.012600+00:00,50650.75,53977.83,48205.87,16952.21,808408.2,14505.65,10998.82,17598.7,38325.22,319284.47
28,2026-07-26T05:13:05.197440+00:00,51535.04,54641.66,49189.05,17252.13,810883.7,14669.21,11196.59,17963.82,39073.85,325307.18
29,2026-07-26T05:18:10.440252+00:00,51204.95,54427.47,48882.09,17127.87,804850.37,14590.5,11127.53,17856.63,38889.05,323246.97
30,2026-07-26T05:24:07.218803+00:00,50955.54,53947.96,48670.14,17062.18,801606.42,14522.8,11020.69,17777.53,38756.24,313301.36
31,2026-07-26T05:28:57.543023+00:00,50958.86,54112.5,48672.51,16923.57,797832.25,14525.04,11079.39,17720.02,39115.99,300581.78
32,2026-07-26T05:33:34.062650+00:00,50370.49,53683.3,48060.34,16707.47,788765.09,14368.19,10951.78,17629.94,38777.89,298882.91
33,2026-07-26T05:38:25.256297+00:00,50658.0,53891.67,48365.24,16813.05,788373.05,14422.04,11013.64,17731.18,38940.66,304850.81
34,2026-07-26T05:43:03.933944+00:00,50675.08,54108.78,48379.19,16819.01,785150.46,14435.21,11017.33,17736.41,38942.84,304628.5
35,2026-07-26T05:47:54.410091+00:00,50685.87,53817.06,48384.74,16824.1,784708.5,14428.7,11020.16,17740.87,38947.47,314320.85
36,2026-07-26T05:52:40.136925+00:00,50628.21,53801.93,48333.37,16941.95,783254.18,14422.95,11004.0,17720.42,38921.77,313884.54
37,2026-07-26T05:57:02.517886+00:00,50464.3,53764.06,47978.0,16786.11,775897.32,14352.41,10919.81,17588.8,38741.75,310843.95
38,2026-07-26T06:02:14.785963+00:00,51106.47,54196.15,48363.98,16938.41,782986.81,14422.59,10999.52,17725.48,39007.03,313361.02
39,2026-07-26T06:07:20.018616+00:00,50931.91,53947.64,48138.55,16858.18,778797.47,14377.89,10956.47,17650.11,38836.71,311869.34
40,2026-07-26T06:12:22.470910+00:00,50757.32,53947.66,47955.49,16792.63,777195.77,14351.05,10914.71,17578.97,38709.08,310501.43
41,2026-07-26T06:17:03.822353+00:00,51963.95,54931.71,48685.06,17059.16,793389.44,14530.91,11104.73,17902.42,39310.75,318136.53
42,2026-07-26T06:22:05.597846+00:00,51926.83,54858.85,48642.87,17045.43,793695.11,14517.02,11094.63,17887.15,39277.42,316097.07
43,2026-07-26T06:27:22.838723+00:00,52046.22,55120.18,48879.53,17119.57,801784.16,14567.99,11152.23,17974.58,39455.08,313986.32
44,2026-07-26T06:33:16.501033+00:00,52413.09,55397.87,49169.65,17200.86,807225.42,14647.36,11217.85,18071.78,39674.09,315845.34
45,2026-07-26T06:39:15.933495+00:00,52497.7,55439.98,49243.21,17225.75,808647.6,14164.13,11239.83,18102.95,39756.87,316471.72
46,2026-07-26T06:45:10.222132+00:00,52663.43,55538.51,49403.16,17274.93,811384.0,14693.22,11283.87,17865.04,39827.78,317705.26
47,2026-07-26T06:51:38.576374+00:00,52563.33,55327.7,49314.49,17250.05,812637.73,14655.4,11261.88,17833.12,39780.6,316021.16
48,2026-07-26T06:57:35.066493+00:00,52391.58,55223.43,49166.83,17211.06,815564.21,14623.06,11225.46,18080.85,39704.23,320876.42
49,2026-07-26T07:04:01.100228+00:00,52644.76,55373.21,49386.76,17266.84,819152.98,14671.43,11273.3,18160.73,39817.98,322093.5
50,2026-07-26T07:10:23.786048+00:00,52852.81,55539.06,49568.25,17313.68,818277.28,14716.67,11318.11,18226.66,39911.85,318731.33
51,2026-07-26T07:19:02.452066+00:00,53117.11,55700.9,49808.21,17375.61,821319.63,14769.24,11377.36,18313.82,40035.96,316036.04
52,2026-07-26T07:25:14.502046+00:00,52542.88,55270.73,49295.81,17240.86,813261.98,14644.64,11250.84,18127.7,39770.94,312591.78
53,2026-07-26T07:31:39.646554+00:00,52770.22,55457.91,49495.57,17303.49,817769.37,14687.64,11300.17,18200.26,39874.26,318211.87
54,2026-07-26T07:37:25.048950+00:00,52758.55,55435.62,49485.96,17300.48,813006.25,14683.9,11297.8,18196.77,39869.29,318235.34
55,2026-07-26T08:42:37.958985+00:00,53150.47,55716.39,49834.4,17410.24,819140.3,14753.51,11384.25,18323.94,40050.38,324815.09
56,2026-07-26T08:54:24.298489+00:00,52879.51,55529.03,49599.91,17333.41,814202.33,14705.11,11324.13,18235.5,39924.45,323203.15
57,2026-07-26T09:02:10.300589+00:00,52936.5,55635.87,49650.1,17350.32,816118.01,14723.9,11337.0,18254.43,39951.4,323600.8
58,2026-07-26T09:09:31.462755+00:00,52734.07,55411.66,49457.58,17285.44,812394.35,14675.27,11287.64,18181.82,39848.01,322249.83
59,2026-07-26T09:18:47.061998+00:00,52967.17,55599.44,49674.73,17358.62,817883.01,14721.89,11343.31,18263.72,39964.63,323835.71
