open_time_ms,close
1780527600000,1813.05000000
1780531200000,1793.85000000
1780534800000,1759.77000000
1780538400000,1766.82000000
1780542000000,1809.24000000
1780545600000,1805.49000000
1780549200000,1784.06000000
1780552800000,1789.95000000
1780556400000,1777.45000000
1780560000000,1773.63000000
1780563600000,1766.52000000
1780567200000,1736.86000000
1780570800000,1751.51000000
1780574400000,1778.16000000
1780578000000,1785.52000000
1780581600000,1774.38000000
1780585200000,1777.02000000
1780588800000,1772.20000000
1780592400000,1768.05000000
1780596000000,1776.28000000
1780599600000,1776.94000000
1780603200000,1774.88000000
1780606800000,1761.20000000
1780610400000,1768.73000000
1780614000000,1770.77000000
1780617600000,1759.42000000
1780621200000,1753.33000000
1780624800000,1730.24000000
1780628400000,1729.71000000
1780632000000,1744.64000000
1780635600000,1684.16000000
1780639200000,1656.52000000
1780642800000,1679.21000000
1780646400000,1663.87000000
1780650000000,1682.72000000
1780653600000,1676.87000000
1780657200000,1663.44000000
1780660800000,1657.28000000
1780664400000,1615.04000000
1780668000000,1600.96000000
1780671600000,1583.29000000
1780675200000,1608.49000000
1780678800000,1594.28000000
1780682400000,1553.26000000
1780686000000,1574.06000000
1780689600000,1603.38000000
1780693200000,1609.80000000
1780696800000,1597.14000000
1780700400000,1583.40000000
1780704000000,1593.03000000
1780707600000,1583.16000000
1780711200000,1576.20000000
1780714800000,1563.34000000
1780718400000,1522.56000000
1780722000000,1566.71000000
1780725600000,1560.16000000
1780729200000,1575.14000000
1780732800000,1582.57000000
1780736400000,1570.69000000
1780740000000,1548.27000000
1780743600000,1558.89000000
1780747200000,1571.32000000
1780750800000,1557.03000000
1780754400000,1557.70000000
1780758000000,1560.45000000
1780761600000,1563.57000000
1780765200000,1553.54000000
1780768800000,1556.58000000
1780772400000,1554.56000000
1780776000000,1557.61000000
1780779600000,1558.20000000
1780783200000,1558.33000000
1780786800000,1569.69000000
