open_time_ms,close
1780527600000,64142.75000000
1780531200000,63344.97000000
1780534800000,62178.10000000
1780538400000,63231.99000000
1780542000000,64363.49000000
1780545600000,64399.99000000
1780549200000,63955.47000000
1780552800000,64027.99000000
1780556400000,63603.15000000
1780560000000,63629.99000000
1780563600000,63266.00000000
1780567200000,62420.00000000
1780570800000,62545.99000000
1780574400000,63766.82000000
1780578000000,64230.00000000
1780581600000,63958.97000000
1780585200000,63896.17000000
1780588800000,63563.51000000
1780592400000,63540.97000000
1780596000000,63819.62000000
1780599600000,63629.38000000
1780603200000,63638.40000000
1780606800000,63286.21000000
1780610400000,63735.43000000
1780614000000,63885.99000000
1780617600000,63426.72000000
1780621200000,63374.67000000
1780624800000,62617.72000000
1780628400000,62730.00000000
1780632000000,63615.23000000
1780635600000,62329.35000000
1780639200000,61946.57000000
1780642800000,63115.99000000
1780646400000,62454.64000000
1780650000000,62860.09000000
1780653600000,62536.87000000
1780657200000,61964.99000000
1780660800000,61959.73000000
1780664400000,60732.36000000
1780668000000,60868.97000000
1780671600000,60438.01000000
1780675200000,61394.39000000
1780678800000,60813.99000000
1780682400000,59395.99000000
1780686000000,60300.24000000
1780689600000,61620.01000000
1780693200000,61670.38000000
1780696800000,61584.49000000
1780700400000,61056.47000000
1780704000000,61273.29000000
1780707600000,61058.95000000
1780711200000,60951.64000000
1780714800000,60687.04000000
1780718400000,60101.27000000
1780722000000,60942.38000000
1780725600000,60786.96000000
1780729200000,61004.95000000
1780732800000,61264.00000000
1780736400000,60981.24000000
1780740000000,60593.00000000
1780743600000,60802.91000000
1780747200000,61030.63000000
1780750800000,60801.20000000
1780754400000,60791.05000000
1780758000000,60784.00000000
1780761600000,60774.00000000
1780765200000,60576.20000000
1780768800000,60637.21000000
1780772400000,60600.01000000
1780776000000,60711.69000000
1780779600000,60751.21000000
1780783200000,60543.53000000
1780786800000,60884.62000000
