cycle,timestamp,AlphaBot,ShadowTrader,BearKing,CryptoGuru,GoldenWhale,DiamondHands,HappyTrader,LeverageKing,LiquidKiller,PoolMaster
1,2026-07-09T11:08:02.553331,50000.0,50000.0,50000.0,19998.6,508072.77,9999.0,9999.44,10000.0,50000.0,500000.0
2,2026-07-09T11:10:50.520626,50000.0,50000.0,50000.0,19998.6,508066.77,9999.0,9999.44,9999.97,50000.0,500000.0
3,2026-07-09T11:14:06.997184,50000.0,50000.0,50000.0,19998.6,508101.62,9999.1,10002.09,10030.3,50000.0,500000.0
4,2026-07-09T11:17:22.527646,50000.0,50000.0,50000.0,19997.2,468031.79,9899.0,9699.44,9950.0,50000.0,500000.0
5,2026-07-09T11:21:13.925577,50000.0,49995.0,50000.0,19997.2,500449.98,9899.0,9699.44,9950.0,50000.0,500000.0
6,2026-07-09T11:24:59.931856,50000.0,49993.6,50000.0,19997.2,500449.98,9899.0,9699.44,9949.72,50000.0,500000.0
7,2026-07-09T11:28:49.670797,50000.0,49992.2,50000.0,19997.2,500450.0,9898.44,9698.6,9949.58,50000.0,500000.0
8,2026-07-09T11:32:58.268211,49998.04,49991.64,50000.0,19997.17,500450.0,9898.43,9698.43,9949.55,49999.96,500000.0
9,2026-07-09T11:37:23.625200,49997.96,49990.24,50000.0,19997.15,500450.0,9898.41,9698.4,9949.52,49999.96,500000.0
10,2026-07-09T11:42:09.025475,49997.96,49988.84,50000.0,19997.15,500447.2,9898.13,9698.4,9949.38,49999.96,500000.0
11,2026-07-09T11:47:16.596571,49997.96,49988.84,50000.0,19997.15,500447.2,9897.57,9698.4,9949.1,49999.91,500000.0
12,2026-07-09T11:51:31.387515,49997.96,49988.28,50000.0,19997.15,500444.4,9897.01,9697.84,9948.82,49999.91,500000.0
13,2026-07-09T11:56:00.888630,49997.96,49987.44,50000.0,19997.15,500444.4,9896.57,9697.14,9948.82,49999.91,500000.0
14,2026-07-09T12:00:03.540402,49997.96,49986.04,50000.0,19997.15,500430.4,9895.73,9696.58,9948.54,49999.91,500000.0
15,2026-07-09T12:14:13.089191,49997.4,49985.48,50000.0,19997.15,500416.4,9895.73,9696.58,0,0,500000.0
16,2026-07-09T12:19:05.697186,49997.4,49985.48,50000.0,19997.15,500416.4,9895.73,9696.3,9948.26,49999.91,500000.0
17,2026-07-09T12:22:48.114048,49997.4,49982.68,50000.0,19997.15,500416.4,9895.52,9696.3,9948.26,49999.91,500000.0
18,2026-07-09T12:26:55.837015,49997.4,49978.48,50000.0,20077.79,500416.4,9895.52,9696.3,9948.26,49999.41,500000.0
19,2026-07-09T12:30:55.822009,49997.4,49975.68,50000.0,20077.79,500413.6,9894.68,9695.74,9948.26,49998.41,500000.0
20,2026-07-09T12:34:44.385942,49996.0,49965.88,50000.0,20077.64,500408.0,9893.84,9695.46,9948.26,49996.91,499916.0
21,2026-07-09T12:38:51.202467,49994.61,49963.68,50000.0,20077.64,500408.0,9893.0,9459.4,9948.26,49996.91,499874.0
22,2026-07-09T12:43:29.565542,49993.21,49963.54,50000.0,19907.18,500405.2,9892.16,9459.4,9948.12,49995.51,499860.0
23,2026-07-09T12:48:55.243507,49991.81,49963.4,50000.0,20232.37,500402.4,9891.88,9458.84,9947.56,49994.11,499851.6
24,2026-07-09T12:53:49.352070,49987.61,49960.6,50000.0,20232.37,500396.8,9891.04,9458.84,9947.56,49994.11,499846.0
25,2026-07-09T12:58:24.265867,49986.13,49960.6,49998.6,20232.09,504421.53,9891.04,9458.0,9946.86,49994.11,499837.6
26,2026-07-09T13:01:05.494516,49983.89,49959.2,49997.2,20231.53,504421.53,9891.04,9458.0,9946.86,49994.11,499837.6
27,2026-07-09T13:01:46.034335,49983.89,49959.2,49997.2,20231.53,504421.53,9891.04,9458.0,9946.86,49994.11,499837.6
28,2026-07-09T13:02:35.496920,49983.89,49959.2,49997.2,20231.53,504421.53,9891.04,9458.0,9946.86,49994.11,499837.6
29,2026-07-09T13:03:46.254150,49983.89,49959.2,49997.2,20231.53,504421.53,9891.04,9458.0,9946.86,49994.11,499837.6
30,2026-07-09T13:05:37.780883,49983.89,49959.2,49997.2,20231.53,504421.53,9891.04,9458.0,9946.86,49994.11,499837.6
31,2026-07-09T13:08:47.835055,49983.89,49959.2,49997.2,20231.53,504421.53,9891.04,9458.0,9946.86,49994.11,499837.6
32,2026-07-09T13:14:22.016789,49983.89,49959.2,49997.2,20231.53,504421.53,9891.04,9458.0,9946.86,49994.11,499837.6
33,2026-07-09T13:19:52.006588,49983.89,49959.2,49997.2,20231.53,504421.53,9891.04,9458.0,9946.86,49994.11,499837.6
34,2026-07-09T13:25:20.603211,49983.89,49959.2,49997.2,20231.53,504421.53,9891.04,9458.0,9946.86,49994.11,499837.6
35,2026-07-09T13:30:49.308836,49983.89,49959.2,49997.2,20231.53,504421.53,9891.04,9458.0,9946.86,49994.11,499837.6
