cycle,timestamp,AlphaBot,ShadowTrader,BearKing,CryptoGuru,GoldenWhale,DiamondHands,HappyTrader,LeverageKing,LiquidKiller,PoolMaster
1,2026-07-06T07:47:35.577177,49998.5,51585.55,50000.54,20066.32,508058.77,10050.6,9995.7,9997.85,50058.19,500000.0
2,2026-07-06T07:55:53.737831,50010.03,52626.8,50007.91,20044.74,518527.27,11217.73,9996.25,9997.4,49856.37,580591.35
3,2026-07-06T08:06:04.543063,50484.88,48663.68,50007.91,20587.32,518443.97,11812.54,10091.15,9996.92,49770.03,573573.45
4,2026-07-06T08:16:20.419371,50179.54,50679.91,50007.91,17000.0,483986.0,10784.32,10002.08,9995.89,49716.33,1131148.06
5,2026-07-06T08:26:27.908876,50664.27,50648.85,49989.44,18578.53,517263.97,10746.71,9929.85,9961.32,49716.33,613635.92
6,2026-07-06T08:37:20.552761,50553.3,31134.35,55644.75,16392.02,562120.72,12045.36,11039.1,10644.83,51643.77,712717.89
7,2026-07-06T08:47:17.028503,64864.53,33675.4,55597.96,16885.18,559235.73,12371.25,11357.46,11273.21,56966.73,735068.25
8,2026-07-06T08:56:27.967040,68143.26,53533.06,94108.24,27523.65,526134.68,12359.76,10716.61,10007.05,56947.73,1361431.61
9,2026-07-06T09:06:39.488482,91053.22,70367.7,119899.95,27938.78,556196.61,12355.81,12666.37,10411.82,59392.11,1336826.96
10,2026-07-06T09:15:45.949949,132707.21,93960.45,159800.44,33103.88,519573.35,12353.77,12664.47,10410.39,59382.61,23847144.99
11,2026-07-06T09:23:54.425345,148572.82,119046.02,187125.02,36431.27,519035.48,37426.88,12663.8,10418.91,59202.74,26736229.22
12,2026-07-06T09:32:12.970904,255224.43,120296.58,187023.86,39625.49,494936.56,48779.37,12662.59,10416.73,59174.24,27310369.28
13,2026-07-06T09:41:25.989863,255696.79,120259.58,187021.97,43149.73,465002.55,30401.45,12712.82,10444.89,59172.71,27317126.01
14,2026-07-06T09:49:51.066062,250038.0,120259.72,187015.32,43082.31,464955.02,30399.27,9863.76,10445.33,59199.44,28230007.56
15,2026-07-06T09:59:28.969069,247632.86,120259.72,187015.32,43082.31,464955.02,30399.27,9863.76,10445.33,59162.95,32991584.75
16,2026-07-06T10:08:49.644074,253352.47,120259.76,187015.32,43129.36,481059.35,30399.27,9863.76,10445.33,59163.35,89936152.94
17,2026-07-06T10:18:13.778352,253332.97,120966.01,187015.24,44200.0,444974.92,30399.27,9864.59,10444.54,59393.4,122265546.49
18,2026-07-06T10:26:32.131154,249551.64,117740.46,186965.32,42665.85,464982.75,28023.24,9687.35,10444.48,59163.35,122265546.5
19,2026-07-06T10:35:54.652944,242440.13,116863.66,203122.39,42665.85,464982.75,25489.03,11583.65,9968.5,59163.35,122265546.5
20,2026-07-06T10:45:25.955536,242432.43,108937.63,208070.16,42668.62,455571.83,21099.37,11579.72,6021.8,55869.22,122677434.17
21,2026-07-06T10:54:39.931457,244746.17,108951.0,208520.26,43099.36,432894.74,23470.28,12027.64,5717.89,53559.54,122706726.12
22,2026-07-06T11:03:39.755155,244734.86,111897.54,111347.76,42566.64,432899.38,30061.96,11233.97,9160.31,56858.59,122707576.66
23,2026-07-06T11:12:21.018622,255736.3,86848.01,111347.76,41141.14,464643.01,25313.55,10600.61,7418.93,53538.73,122723633.75
24,2026-07-06T11:21:41.230978,255728.69,31843.02,154075.18,41141.14,464577.46,21994.6,9411.75,5836.13,53688.1,122725341.37
25,2026-07-06T11:32:03.898822,257080.18,35555.47,160187.05,51092.23,494662.06,29042.69,9411.54,5835.75,59103.58,122724116.34
26,2026-07-06T11:42:35.016067,254296.9,29750.73,146097.26,43769.87,476199.34,23511.54,9362.54,2889.06,57675.87,122723894.66
27,2026-07-06T11:56:15.380732,250498.39,29483.83,145592.04,23561.63,476106.72,23511.54,9362.54,2889.06,57664.63,122723883.58
28,2026-07-06T12:06:01.306287,250489.47,29489.33,145592.04,18823.51,476106.72,23511.58,5566.91,2889.06,48175.55,122723883.58
29,2026-07-06T12:15:00.486270,250489.47,29494.82,145584.61,13781.65,400285.75,23511.58,5566.91,2889.06,48175.55,122723883.58
30,2026-07-06T12:23:59.832935,254293.48,24749.54,145584.61,13778.22,305380.01,24778.41,5566.91,4952.37,48174.05,122648209.93
