open_time_ms,close
1694300400000,1635.54000000
1694304000000,1632.08000000
1694307600000,1631.10000000
1694311200000,1630.95000000
1694314800000,1631.25000000
1694318400000,1625.28000000
1694322000000,1625.83000000
1694325600000,1626.74000000
1694329200000,1624.87000000
1694332800000,1625.47000000
1694336400000,1623.50000000
1694340000000,1622.02000000
1694343600000,1624.43000000
1694347200000,1626.05000000
1694350800000,1626.87000000
1694354400000,1622.43000000
1694358000000,1619.80000000
1694361600000,1613.48000000
1694365200000,1608.49000000
1694368800000,1612.25000000
1694372400000,1616.84000000
1694376000000,1619.24000000
1694379600000,1623.72000000
1694383200000,1619.46000000
1694386800000,1617.42000000
1694390400000,1609.98000000
1694394000000,1608.65000000
1694397600000,1612.64000000
1694401200000,1612.41000000
1694404800000,1611.90000000
1694408400000,1617.37000000
1694412000000,1615.49000000
1694415600000,1612.23000000
1694419200000,1607.13000000
1694422800000,1593.93000000
1694426400000,1589.73000000
1694430000000,1586.53000000
1694433600000,1594.16000000
1694437200000,1588.30000000
1694440800000,1559.11000000
1694444400000,1562.65000000
1694448000000,1558.10000000
1694451600000,1564.14000000
1694455200000,1556.05000000
1694458800000,1539.37000000
1694462400000,1541.82000000
1694466000000,1544.03000000
1694469600000,1547.92000000
1694473200000,1551.85000000
1694476800000,1557.35000000
1694480400000,1552.43000000
1694484000000,1557.45000000
1694487600000,1584.81000000
1694491200000,1582.44000000
1694494800000,1580.83000000
1694498400000,1579.02000000
1694502000000,1580.05000000
1694505600000,1577.86000000
1694509200000,1589.19000000
1694512800000,1613.39000000
1694516400000,1609.48000000
1694520000000,1604.47000000
1694523600000,1608.42000000
1694527200000,1597.62000000
1694530800000,1603.85000000
1694534400000,1598.94000000
1694538000000,1586.13000000
1694541600000,1593.22000000
1694545200000,1598.51000000
1694548800000,1598.76000000
1694552400000,1601.29000000
1694556000000,1597.08000000
1694559600000,1592.97000000
1694563200000,1597.16000000
1694566800000,1599.02000000
1694570400000,1594.33000000
1694574000000,1589.77000000
1694577600000,1590.91000000
1694581200000,1584.52000000
1694584800000,1587.75000000
1694588400000,1584.51000000
1694592000000,1592.65000000
1694595600000,1600.56000000
1694599200000,1599.99000000
1694602800000,1604.59000000
1694606400000,1601.10000000
1694610000000,1595.33000000
1694613600000,1603.85000000
1694617200000,1608.17000000
1694620800000,1609.44000000
1694624400000,1597.62000000
1694628000000,1599.57000000
1694631600000,1599.31000000
1694635200000,1603.73000000
1694638800000,1604.92000000
1694642400000,1606.84000000
1694646000000,1607.62000000
1694649600000,1635.42000000
1694653200000,1620.20000000
1694656800000,1623.13000000
1694660400000,1620.00000000
1694664000000,1615.77000000
1694667600000,1614.39000000
1694671200000,1619.62000000
1694674800000,1621.35000000
1694678400000,1619.77000000
1694682000000,1619.35000000
1694685600000,1622.25000000
1694689200000,1624.79000000
1694692800000,1624.00000000
1694696400000,1625.18000000
1694700000000,1636.26000000
1694703600000,1634.62000000
1694707200000,1634.81000000
1694710800000,1636.81000000
1694714400000,1629.84000000
1694718000000,1635.99000000
1694721600000,1627.48000000
1694725200000,1627.14000000
1694728800000,1630.01000000
1694732400000,1626.47000000
1694736000000,1624.48000000
1694739600000,1627.58000000
1694743200000,1632.71000000
1694746800000,1634.61000000
1694750400000,1633.55000000
1694754000000,1630.69000000
1694757600000,1629.74000000
1694761200000,1627.85000000
1694764800000,1629.68000000
1694768400000,1628.92000000
1694772000000,1630.32000000
1694775600000,1620.66000000
1694779200000,1619.90000000
1694782800000,1620.25000000
1694786400000,1614.64000000
1694790000000,1619.47000000
1694793600000,1622.69000000
1694797200000,1619.08000000
1694800800000,1619.22000000
1694804400000,1621.21000000
1694808000000,1622.45000000
1694811600000,1631.89000000
1694815200000,1649.51000000
1694818800000,1641.29000000
1694822400000,1641.84000000
1694826000000,1643.72000000
1694829600000,1645.44000000
1694833200000,1641.58000000
1694836800000,1638.95000000
1694840400000,1638.30000000
